,text,location,raw_prediction,WER,prediction
1137,Per Jacksonville National Weather Service Jacksonville: Category 5 #Dorian poses a significant storm surge threat to coastal northeast FL and southeast GA. Storm surge can cause major damage and poses a,FL Jacksonville,Jacksonville Jacksonville FL GA,0.5,FL GA Jacksonville
1138,"Major Hurricane #Dorian, with 185 mph winds, has made landfall near Marsh Harbour, Bahamas. Catastrophic damage occurring. Follow @NHC_Atlantic for more information. #Prayforthebahamas #prayformarshharbour ἞7἟8἞7἟8἞7἟8",Bahamas,Marsh Harbour Bahamas,5.0,Bahamas Marsh Harbour bahamas harbour marsh
1139,"If you plan to evacuate and must leave the county, don’t go north. #HurricaneDorian is still expected to go north, and you could get stuck in traffic on the interstate or run out of gas on your way north. Evacuate to a friend/family’s house or at county shelters, officials say",county shelters,,1.0, 
1140,#PalmBeachCounty orders partial evacuation as #HurricaneDorian produces 200 mph gusts over #Bahamas @FlaCathBps @DiocesePB,Bahamas PalmBeachCounty,Bahamas,0.5,Bahamas
1141,"TTWeatherCenter on Twitter: More video of the catastrophic damage across the Abacos Islands, Bahamas due to #Dorian  / Twitter",Abacos Bahamas,A ##cos Islands Bahamas,1.5,Bahamas acos Islands
1142,Here’s the latest on evacuations and shelter openings in Broward and Miami-Dade counties,Broward Miami,B ##row ##ard Miami ##e,0.5,Broward
1143,"Volusia County has ordered a mandatory evacuation for those that live on the beach or in mobile homes. Despite the warning, some plan on staying during Hurricane Dorian. Hear why tonight on @MyNews13 #News13Volusia",Volusia,Vol ##us ##ia County,2.0,Volusia Volusia County
1144,"Videos have started to emerge of the damage, distress and disaster in The Bahamas in the wake of #HurricaneDorian. In Abaco, roofs were ripped from buildings, cars overturned, powerlines brought down and people left devastated as roadways remained flooded - Video contributed.",Bahamas,Bahamas A ##ba ##co,1.0,Abaco Bahamas
1145,"1/3 Hurricane Dorian Alert #3: Continue to Stay Prepared No regular trash pickup tomorrow-Mon, Sept 3. Key Biscayne remains out of the cone of uncertainty & is under no watch or warning. Stay prepared for strong winds, potential heavy rain and local flooding. @VillKeyBiscayne",Key Biscayne,Key B ##is ##ca ##yne,1.0,Biscayne Key Key Biscayne
1146,WATCH LIVE: St. Johns County will hold a news conference at 4 p.m. regarding emergency operations as Hurricane Dorian nears the First Coast. The county issued mandatory evacuation orders for those living in Zones A and B effective 8 a.m. Monday morning.,St. Johns County,St . Johns County,1.6666666666666667,. . Johns County St county st
1147,"Clay County Manager and @oneclayschools have decided to close all Clay County government buildings and schools Tuesday, September 3 and Wednesday, September 4. #AlertClay #Dorian",Clay County,Clay County Clay County,1.0,Clay Clay County clay
1148,My fellow Floridians. Do not fall asleep on Dorian. There are several models having it not turn and hitting the east coast. Stay vigilant. Stay prepared. Stock up on supplies. Identify your hurricane room. Make sure car is filled with gas and you have plenty of food and water,Floridians,,1.0, 
1149,#HurricaneDorian We are getting donations to send and help these families in need after this Catastrophic hurricane ὤFἿC  Donate for the families that will loose everything ὤFἿC #bahamas #Abacos #Dorian #Dorian2019 #HurricaneDorian #HurricaneDorian2019,bahamas,b ##ah ##ama ##s A ##ba ##cos,1.0,Abacos bahamas
1150,RT @Joey__Gallo: This damage caused by #Dorian from Abaco in the Bahamas is just horrible. And theyre not even thru it all.. /,Bahamas,A ##co Bahamas,1.0,Bahamas aco
1151,Catastrophic damage on the #AbacoIslands in the Bahamas due to #HurricaneDorian.,Bahamas,A Bahamas,2.0,A Bahamas a
1152,UPDATE: Category Five Hurricane Dorian makes landfall in Great Abaco islands in the Bahamas amid reports of heavy damage,Bahamas Great Abaco,Great A ##ba ##co islands Bahamas,0.3333333333333333,Bahamas Great Abaco islands
1153,"We got this video from our Bahamian driver! This came from Abaco island, while the Eye of Dorian was passing by⁦@WCKitchen⁩ big damage!",Abaco island,##ham A ##ba ##co island,0.5,Abaco island ham
1154,Hurricane #Dorian #Childrens #Relief Fund - ⁦@SavetheChildren⁩,Dorian,,1.0, 
1155,5pm advisory: #Dorian 185mph cat 5 #hurricane over the #Bahamas. Hurricane warnings now up for Jupiter Inlet to Flagler/Volusia County line. Storm surge warning Lantana north has also been added. #flwx #florida,Bahamas florida,Bahamas Flag ##ler Vol ##us ##ia fl ##ori ##da,1.0,Bahamas Flagler Volusia florida
1156,#BREAKING NEWS!! Jupiter Inlet to North Brevard County-Hurricane Warning Deerfield Beach to Jupiter Inlet-Hurricane Watch! Hurricane Dorian still 185mph winds with gusts up to 220 Pressure: 910mb Move: W at 7-8mph #HurricaneDorian,North Brevard County,North B ##re ##vard County Deer ##field Beach,0.6666666666666666,Deerfield Beach North Brevard County
1157,"#PSLPrepares #Dorian St. Lucie County announced today that Uber will be offering free round trip rides, up to $20 each way, to and from a state-approved evacuation shelter. Details on how to redeem a free round trip at:",St. Lucie County,St . Luc ##ie County,1.3333333333333333,. . Lucie County St st
1158,"#HurricaneDorian is devastating islands south of us and slowing down and can potentially cause even more damage. If you believe the power in prayer, here’s one for you. #PrayingfortheBahamas",islands south of us,,1.0, 
1159,New: A hurricane warning has been issued for part of Floridas east coast from Jupiter Inlet to the Volusia/Brevard County Line. This means that hurricane conditions are expected from #Dorian:,Floridas Volusia,Florida ##s Vol ##us ##ia B ##re ##vard,0.5,Brevard Floridas Volusia
1160,"EVACUATION orders issued for parts of Palm Beach and Martin Counties as #HurricaneDorian gets closer. Folks in Jupiter concerned about storm surge, beach erosion and flooding in low lying areas. Many say they’re ready @WPLGLocal10",Martin Counties Palm Beach,Palm Beach Martin,0.5,Martin Palm Beach beach
1161,"Jacksonville: local state of emergency effective at midnight 8am tomorrow - mandatory evacuations zones A & B Shelters open 10am JACKSONVILLE BEACH: Neptune, Jacksonville & Atlantic Beach all closed as of tonight #HurricaneDorian",Atlantic Beach JACKSONVILLE Jacksonville,Jacksonville J ##AC ##KS ##ON ##VI ##LL ##E Jacksonville Atlantic Beach,0.25,Atlantic Beach BEACH JACKSONVILLE Jacksonville
1162,"Hurricane #Dorian Dangerous Category 5, sustained winds of 175 mph. If you live along the East Coast be prepared, gather supplies and evacuate if ordered. @philanthropy_pa @pulte @MrBeastYT @paul_L_obrien @SBRCelebrityArt @codeofvets @CLWAL02 @joepalojoe @KHOV2019 @HandInHandGP",East Coast,,1.0, 
1163,"WATCH: Check out this satellite image of #HurricaneDorian from the International Space Station. This category 5 storm has winds at 185 mph. Several advisories are in effect for Central Florida, including a Hurricane Warning for Brevard. | More details:",Florida,Florida ##re,2.0,Florida are ori
1164,RIGHT NOW: **STORM SURGE WARNING is in effect from Lantana to the Volusia/Brevard County Line** That means a danger of life-threatening inundation from rising water moving inland from the coastline THIS IS NOT A JOKE if they say LEAVE LEAVE! #HurricaneDorian,Brevard County Lantana,La ##nta ##na Vol ##us ##ia B ##re ##vard,0.6666666666666666,Brevard Lantana Volusia
1165,@USAA_help I’m need assistance with my insurance coverage please. I live in Jacksonville Florida and we need to evacuate for Hurricane Dorian,Florida Jacksonville,Jacksonville Florida,1.0,Jacksonville Florida
1166,BREAKING: Mandatory evacuation for Beaufort County ordered for tomorrow at noon. #HurricaneDorian,Beaufort,Beaufort County,1.0,Beaufort County
1167,"@PSLPolice Tropical Storm Warning in effect for our area: Indian River, St. Lucie and Martin Counties. Includes all of Treasure Coast south of Sebastian Inlet. Police urge our residents to stay informed and track Dorian.",Coast south of Sebastian Inlet Indian River Martin St. Lucie,Indian River St . Luc ##ie Martin Counties Sebastian In ##let,1.0,. . Lucie Indian River Martin Counties Sebastian Inlet St st
1168,#SouthCarolina Coastal evacuations just ordered by Governor starting at noon tomorrow. #HiltonHead #Bluffton #Charleston #MyrtleBeach #Dorian #HurricaneDorian2019,Bluffton Charleston MyrtleBeach SouthCarolina,South ##C ##aro ##lina Bluff ##ton Charleston Myrtle ##B,0.25,Bluffton Charleston MyrtleB SouthCarolina
1169,"#UnitedStates: Local authorities in North Carolina have declared a state of emergency for the entire state, due to #HurricaneDorian. Monitor local news and weather reports.",North Carolina UnitedStates,United ##S ##s North Carolina,0.3333333333333333,North Carolina
1170,"#BREAKING: Hurricane Dorian packing 185 mph winds at 8 p.m., Hurricane Warning from Jupiter to Brevard/Volusia County line",Brevard Jupiter Volusia County,B ##re ##vard Vol ##us ##ia County,0.25,Brevard Volusia County
1171,8pm Dangerous 185mph #Hurricane now just off shore east Grand Bahama. Winds: 185mph Speed: 7mph Pressure: 910mb The worst of #HurricaneDorian is subsiding in Abaco & residents of Grand Bahama should be bracing for perhaps catastrophic damage.,Abaco Bahama Grand Bahama,Grand Ba ##ham ##a A ##ba ##co Grand Ba ##ham ##a,0.25,Abaco Grand Bahama
1172,Awful reports coming out of Bahamas. Clients checking in but devastation on the island #Repost captknotright • • • • • • Abacos damage from Hurricane Dorian #hurricane #dorian #staysafe Ἲ5: @ah360views,Bahamas,Bahamas A ##ba,1.0,Aba Bahamas
1173,"Hurricane #Dorians next stop: The Grand Bahama. Sustained winds of 295 KM/H, gusts in excess of 360 KM/H and storm surge 18-23 ft above normal tidal levels. Dorian continues to ravage the Abacos Islands, with catastrophic wind damage and storm surge.",Abacos Islands Bahama,Grand Ba ##ham ##a A ##ba ##cos Islands,0.3333333333333333,Abacos Islands Grand Bahama
1174,RT @marcusmarquez: HOPE 4 HOPE TOWN - SIP HOPE TOWN RELIEF FUND ##Sipnapa,SIP HOPE,,1.0, 
1175,"Officials are ordering evacuations from Florida through the Carolinas, as Dorian nears.",Florida,Florida Carolina ##s,1.0,Carolinas Florida
1176,"@prageru Groups like @prageru are culpable for the damage caused by the Amazon wildfires and Hurricane Dorian. They continue to spread debunked, dangerous ideas that cause people to become complacent in their actions, thus leading to an increase in CO2 and plastic pollution.",Amazon,,1.0, 
1177,"Even though this is now expected to miss landfall in FL, the extended wave and wind action on the east coast with flooding rains will be dangerous. If the core scrapes the coast Perhaps devastating for some. All eyes on the turn and wobble in next 36 hrs..",FL,FL,1.0,FL fl
1178,"Award-winning @RedCross volunteer from Champlin, Minn. deploying to the path of #hurricanedorian",Champlin Minn.,Cha ##mp ##lin Min ##n,0.5,Champlin Minn
1179,"Updated: 9:10 PM EDT Sep 1, 2019 Hurricane Warning issued for Treasure Coast, Hurricane Watch for Palm Beaches Tracking Hurricane Dorian",Palm Beaches Treasure Coast,Palm Beach ##es,0.5,Palm Beaches
1180,#AbacoIsland as the Eye of Dorian was passing by. So sorry that @WCKitchen was damaged.,AbacoIsland,A ##ba,1.0,Aba
1181,"This is 3rd time in 4 years that there has been evacuation for the entire SC coast. 2016 (Matthew), 2018 (Florence) and now 2019 (Dorian). 2017’s Irma was only the southern barrier islands. Before that, there hadn’t been a full-scale evacuation since Floyd in 1999. #chswx #scwx",southern barrier islands,SC,1.0,SC sc
1182,"AWFUL | Homes and boats are underwater in Marsh Harbour, Bahamas because of Hurricane Dorians devastating impact",Bahamas,Marsh Harbour Bahamas,2.0,Bahamas Marsh Harbour
1183,"We are raising money to benefit those affected by the tragedy of Hurricane Dorian in the Abacos Islands in The Bahamas with the help of the Treasure Cay Community Foundation Inc, and any donation will help make an impact. -  via @gofundme",Bahamas,A ##cos Islands The Bahamas,4.0,The Bahamas acos Islands the
1184,"#HurricaneDorian has slowed to 5mph LIVE UPDATES: Hurricane warning issued for Brevard, hurricane watch issued for Volusia",Brevard Volusia,B ##re Vol ##us,1.0,Bre Volus
1185,"More than 100 people are believed to have been killed in an airstrike by the Saudi-led military coalition on a detention centre in #Yemen, according to the International Committee of the Red Cross (@ICRC). #YemenCantWait #Dorian2019 #Dorian #Bahamas",Bahamas Yemen,Yemen,0.5,Yemen
1186,IR satellite imagery (9 pm edt Sunday) shows the eye of Hurricane Dorian now moving over the eastern end of Grand Bahama Island. Catastrophic damage has already occurred over the Abacos. # #dorian #hurricanedorian,Abacos Bahama Island,Grand Ba ##ham ##a Island A ##ba ##cos,0.3333333333333333,Abacos Grand Bahama Island
1187,"RT @hultmark_mark: South Carolina to evacuate 830,000 residents ahead of Hurricane Dorian - New York Daily News",New York South Carolina,South Carolina New York,0.25,New New York South Carolina
1188,WATCH LIVE Awaiting 11pm advisory on #Hurricane #Dorian that hit the #Bahamas Sunday with catastrophic damage #gawk #flax #scwx #ncwx #miami #daytonbeach #jacksonville #savannah #charleston #atlanta #orlando,Bahamas atlanta charleston daytonbeach jacksonville miami orlando savannah,Bahamas mi jack ##son ##ville ch at or,0.875,AT Bahamas CH at ch jacksonville mi or
1189,10pm UPDATE: CATASTROPHIC CATEGORY 5 DORIAN BEGINNING TO CROSS EASTERN GRAND BAHAMA This is a life-threatening situation. Residents in the Abacos should continue to stay in their shelter as the northern eyewall of Dorian remains over the northern portion of the island..,Abacos BAHAMA,G ##RA ##ND BA ##HA ##MA A ##ba ##cos,0.5,Abacos GRAND BAHAMA
1190,Alerts U. S. A: SC Gov. Henry McMaster orders a mandatory evacuation of the states entire coast as Hurricane Dorian threatens. The order goes into effect at 12:00 noon Monday. Alerts U. S. A: GA Gov. Brian Kemp orders mandatory evacuation of all coastal counties E of (1/2),GA SC U. S. A,U . S . A SC U . S . A GA,0.8,A GA SC a
1191,Dorian has weakened just slightly as of the 11pm update. This is still a major category 5 hurricane that will continue to bring catastrophic damage across the Grand Bahama island tonight before approaching the east coast of Florida.,Florida Grand Bahama,Grand Ba ##ham ##a island Florida,0.3333333333333333,Florida Grand Bahama island
1192,"Hurricane Dorian updates: - We have expanded our travel waiver to include areas of GA, NC, and SC:  - Fort Lauderdale-Hollywood Intl. Airport will suspend operations Monday, 9/2 at 12:00pm - Visit  or our app for the latest updates",Fort Lauderdale GA Hollywood NC SC,GA NC SC Fort Lauderdale Hollywood,0.1666666666666666,Fort Lauderdale GA Hollywood NC SC nc
1193,"LATEST: Cat. 5 Hurricane Dorians movement is slowing; the core is bringing catastrophic damage to the Bahamas, and this siege of historic hurricane forces will continue tonight into Monday. The eye is crawling over Grand Bahama tonight.",Bahama Bahamas,Bahamas Grand Ba ##ham ##a,1.5,Bahamas Grand Bahama
1194,These two Terrorist countries KSA and UAE killed 3000 in one day in USA in 9/11 . Yemeni people are suffering from the same terrorists as American people did . #Dorain #USOpen,American KSA UAE USA,K ##SA UAE USA,0.25,KSA UAE USA
1195,"The eye of hurricane Dorian 150mls north of Nassau, homes in Nassau destroyed, if hurricane in WPB less than 100 miles from Miami Dade County there is no warning there? I can see another Wilma2005 or Katrina or Irene no warnings. Ppl sent 2 wk. @RonDeSantisFL @realDonaldTrump",Miami Nassau,Nassau Nassau Miami ##e,0.5,Nassau
1196,"Hurricane Dorian rips through Bahamas with 220mph winds and 20ft waves which has caused devastation in the Bahamas Abaco islands. Homes were flooded. Hurricane Dorian is tearing through the Abaco Islands in the Bahamas, before its expected arrival in Florida and South Carolina",Abaco Islands Bahamas Florida South Carolina,Bahamas Bahamas A ##ba ##co islands A ##ba ##co Islands Bahamas Florida South Carolina,0.5,Abaco Islands Bahamas Bahamas Abaco islands Florida South Carolina
1197,"Speechless but not actionless. We must all do something to help those who are impacted so severely. Donate money, goods, your time.something. Just do something as one small action can be the difference when so much has been lost. #HurricaneDorian2019 #AbacoIslands",AbacoIslands,A ##ba ##co,1.0,Abaco
1198,News are coming from #mirpur azad kashmir. One woman death and several injuries reported. #earthquake,azad kashmir mirpur,mi ##rp ##ur a ##zad ka ##sh ##mir,0.6666666666666666,mirpur azad kashmir
1199,"Tapped minor girl under debris passed away, building collapsed in Mirpur Ajk, 50 injured shifted to hospitals #earthquake",Mirpur,Mir ##pur A ##jk,1.0,Mirpur Ajk
1200,"As the epicenter of the earthquake is Jehlim and it has made large destruction in Azad Kashmir Mirpor area, Govt organisation and Non Govt volunteer need to reached the effected area before it too late. #earthquake #Pakistan",Azad Kashmir Mirpor Pakistan,Je ##hl ##im A ##zad Kashmir Mir ##por Pakistan,0.25,Azad Kashmir Mirpor Jehlim Pakistan
1201,"Severe earthquake shocks cause road rage in Mirpur Azad Kashmir, damage to buildings..Or may Allah protect my Pakistan.. #earthquake",Azad Kashmir Mirpur Pakistan,Mir ##pur A ##zad Kashmir Pakistan,0.5,Mirpur Azad Kashmir Pakistan
1202,Mirpur، Azad Kashmir massive earthquake caused severe cracks in the roads. Damage to urban buildings in which many people were injured. The epicenter was at a depth of 80 km from the ground level. May Allah keep all the people safe and fast recovery of injuries! #earthquake,Azad Kashmir,Mir ##pur A ##zad Kashmir,0.5,Azad Kashmir Mirpur
1203,"Road Damage after #earthquake in Kotli AJK, 50 people injured, initial reports! COAS directed immediate rescue operation in AJK",AJK Kotli,Ko ##tl ##i AJ ##K AJ ##K,0.5,AJK Kotli AJK
1204,#earthquake center was just 2 KM from #Mangla Cantt. Be Safe Every One Several people injured and one Causality confirmed by SDMA AJK. #mirpur #Mangla #Islamabad,Mangla SDMA AJK mirpur,Man ##g ##la AJ ##K mi ##rp ##ur Man ##g ##la Islam ##abad,0.75,AJK Islamabad Mangla mirpur
1205,Warning was issued before #earthquake in #Pakistan #Kashmir,Kashmir Pakistan,Pakistan,0.5,Pakistan
1206,"Massive damage due to 7.1 magnitude earthquake just 12 kilometres North of Jhelum in Azad Kashmir Pakistan. Divine sign for change. May ALLAH save everyone, Aameen. #earthquake #BREAKING",Azad Kashmir Jhelum Pakistan,J ##hel ##um A ##zad Kashmir Pakistan,0.5,Azad Kashmir Pakistan Jhelum
1207,Jatlaan canal embankment is damaged. It is one of the main canal originating from Mangla dam which irrigates Punjab. #earthquake AJK Mirpur,AJK Mangla dam Mirpur Punjab,Man ##g ##la dam Punjab AJ ##K Mir ##pur,0.6,AJK Mirpur Mangla dam Punjab dam
1208,"I am worried about #IOK please pray for them they dont have access to hospitals , internet or families out side Indian occupied kashmir. #AJK is damaged badly almost 100+ people are injured nd 3 ppl died so far . #Pakistan #AJK #earthquake",Indian Pakistan kashmir,Indian ka ##sh ##mir AJ ##K Pakistan AJ ##K,0.3333333333333333,AJK Indian Pakistan kashmir
1209,12 deaths confirmed by ARY NEWS. 1726 PST #Pakistan #Earthquake #AJK,AJK Pakistan,Pakistan AJ,0.5,AJ Pakistan
1210,"EARTHQUAKE (6.1 magnitude) JUST IN: location: mirpur Azad kashmir Source: media personals 4 dead, more than 100 injured. Hospital, houses, roads collapsed. @ndmapk @OfficialDGISPR #earthquake #kashmir #mirpur #naturaldisaster #rescue #effort #azadkashmir #prayers",Azad kashmir kashmir mirpur,mi ##rp ##ur A ##zad ka ##sh ##mir ka ##sh ##mir mi ##rp ##ur a ##zad ##kas ##hm ##ir,1.0,azadkashmir kashmir mirpur mirpur Azad kashmir
1211,"RT @peshavar: Jalata Road In #Muzaffarabad, #Ajk, #Pakistan links the main city with surroundings. Pak Army moved to help and calculate the",Pakistan,Mu ##za ##ff ##ara ##bad A ##jk Pakistan,2.0,Ajk Muzaffarabad Pakistan
1212,5.8 magnitude #earthquake jolted #Pakistans cities. Two people dead and more than 65 injured. #Mirpur #Islamabad #Lahore,Islamabad Lahore Mirpur,Pakistan ##s Mir ##pur Islam ##abad Lahore,0.3333333333333333,Islamabad Lahore Mirpur Pakistans
1213,"RT @ZeeNews: 50 injured as 6.3 magnitude earthquake hits PoK, tremors jolt Delhi-NCR, north India  #earthquake",India,Delhi India,1.0,Delhi India
1214,"Due to #Earthquake, reports of damages from #Mirpur building collapsed 50 people injured. Rescue teams are rushing roads damaged by earthquake. It must have been felt in #IOK as well where mobile phones and internet is shut for the last 51 days Ya ALLAH Reham Farma! #Kashmir",Kashmir,Mir ##pur Kashmir,1.0,Kashmir Mirpur
1215,@mzsqadri Roads are badly affected Distant areas say b Atchi news nhen aa rhe. Acc to sources More than 100 people are injured and 2 dead in #AzadKashmir #Mirpur #earthquake ὢ2ὣ7 #PakArmy rescue teams have reached there .. Ya Allah Sb ki khair ho,@mzsqadri Roads AzadKashmir Mirpur,##s ##qa ##dr A ##zad ##K ##ash ##mir Mir ##pur,0.75,AzadKashmir Mirpur sqadr
1216,Yah ALLAH reham ! Karachi damaged by the 10 minutes rain and other of Pakistan jolted by earthquake ! #earthquake,Pakistan,Karachi Pakistan,1.0,Karachi Pakistan
1217,#Massive destruction in #Azad_Kashmir due to Strong #Earthquake as #Rescue and #Relief Service started immediately by #Pakistan_Army and Local Administration.,Azad_Kashmir,A ##zad _ Kashmir,3.0,Azad Kashmir _
1218,@OfficialDGISPR Once again our Pride Pakistan Armed Forces are they to rescue our Brothers & sisters out their whom got stuck & injured in #earthquake. #allahuakbar #PakArmy,Pakistan,Pakistan all ##ahu ##ak ##bar,1.0,Pakistan allahuakbar
1219,Reports coming from Mirpur city not looking good our #Kort Kashmir orphans Relief trust complex badly damaged as well have shifted orphans #earthquake more to follow #Kashmir #Pakistan,Kashmir Kort Kashmir Mirpur Pakistan,Mir ##pur city Ko ##rt Kashmir Kashmir Pakistan,0.2,Kashmir Kort Kashmir Mirpur city Pakistan
1220,As epicenter of #earthquake was near #Mirpur in #POK cracks in few residential houses in Poonch. 10 killed in Mirpur 50 are injured . #EarthquakeAlert,Mirpur,Mir ##pur Po ##on ##ch Mir ##pur,1.0,Mirpur Poonch
1221,10 People are Reported killed due to Earthquake in #Pakistan Azad #Kashmir more than 60 People are injured Roads are badly damaged.#Earthquake,Kashmir Pakistan,Pakistan A ##zad Kashmir,0.5,Kashmir Pakistan Azad
1222,#earthquake May Allah(SWT) save People a Severe Earthquake cause 50 wounds. AjK is badly Damage but due to mercy of Allah no one is died until so far.,AjK,,1.0, 
1223,4 casualities reported since far bcz of #EarthQuake #Pakistan #Pujab,Pakistan Pujab,Pakistan P ##u ##ja,0.5,Pakistan Puja
1224,"Horrible scenes from Mirpur Azad kashmir after earthquake rips open the earth one more time just like in 2005 earthquake when 150,000 people died in Pakistan. #Lahore #earthquake",Azad kashmir Lahore Mirpur Pakistan,Mir ##pur A ##zad ka ##sh ##mir Pakistan Lahore,0.8,Lahore Mirpur Azad kashmir Pakistan
1225,"Severe earthquake in up country. Heavy damages in Mirpur AJK. A building collapsed, roads ripped apart, vehicles over turned 50 injured. Alarming news pouring in_______",AJK Mirpur,Mir ##pur AJ ##K,1.0,Mirpur AJK
1226,A severe earthquake in Mirpur and Dinah has resulted in the death of 15 people and injured 155. Houses completely destroyed. Support teams of AJK and Pak Army have reached Mirpur. #earthquake,AJK Dinah Mirpur Pak,Mir ##pur Din ##ah AJ ##K Mir ##pur,0.25,AJK Dinah Mirpur
1227,"5.8 intensity earthquake results in buildings collapse and death of a child & 3 other people over 50 people hurt, infrastructure damaged mainly in AJ&K, this is an initial estimate there is possibility of more damage . Epicenter near Jhelum, Pakistan , 10 km depth. #Earthquake",AJ&K Jhelum Pakistan,AJ K J ##hel ##um Pakistan,1.0,AJ Jhelum K Pakistan k
1228,The damage in Mirpur AK. #earthquake #BreakingNews,AK Mirpur,Mir ##pur AK,1.0,Mirpur AK ak
1229,5.8 magnitude #earthquake in Jehlum and Azad Kashmir Pakistan and touched even Delhi. 2 dead in mirpur more then 100 injured. Buildings down and road are completely damaged. #earthquake,Azad Kashmir Delhi Jehlum Pakistan mirpur,Je ##hl ##um A ##zad Kashmir Pakistan Delhi mi ##rp ##ur,0.3333333333333333,Azad Kashmir Pakistan Delhi Jehlum mirpur
1230,RT @Anusha79328817: That was a massive earthquake.. 50 people injured and 1 died in azad kashmirὢ5.. Ya Allah reham farmaὤ7 #earthquake,azad kashmirὢ5,a ##zad,0.5,azad
1231,The roof of #LuckyOne shopping mall collapsed after todays #KarachiRain #LuckyOne #Karachi #KarachiRains,Karachi KarachiRains,Karachi Karachi Karachi,0.5,Karachi
1232,"A strong 5.8-magnitude #earthquake jolted Pakistans KP and Punjab side. The worst hit was Mirpur, Azad Kashmir, according to chief meteorologist Muhammad Riaz. At least 4 reported dead and 70 injured in AJK. Pakistan Army troops with aviation and medical support teams dispatched",AJK Azad Kashmir Mirpur Pakistan Punjab,##s Punjab Mir ##pur A ##zad Kashmir AJ ##K Pakistan,0.1666666666666666,AJK Azad Kashmir Mirpur Pakistan Punjab s
1233,Four dead and more than 76 wounded in #earthquake. COAS General Qamar Bajwa directed army troops to participate in rescue activities in Azad Jammu and Kashmir and other affected areas. #ISPR #DGISPR #Islamabad #tremors #BreakingNews #Pakistan #PakistanArmy,Azad Jammu Pakistan,A ##zad Jammu Kashmir Islam ##abad Pakistan,0.6666666666666666,Azad Jammu Islamabad Kashmir Pakistan
1234,Road split after horrible earthquake ὣ1 Allah save us please ὤFὢD #earthquake #azadkashmir #Pakistan,Pakistan,a ##zad ##kas ##hm ##ir Pakistan,1.0,Pakistan azadkashmir
1235,Road Damage at Mirpur Near Jaatlaan Canal Azad Kashmir Due To earth Quake #earthquake,Azad Kashmir Jaatlaan Canal Mirpur,Mir ##pur J ##aa ##tl ##aan A ##zad Kashmir,0.2,Azad Kashmir Jaatlaan Mirpur
1236,At least six persons have died and over 100 others injured in Mirpur district as a result of the #earthquake. Dead bodies have been shifted to the mortuary of Div HQ Hospital Mirpur. Rescue operation continues #Azad_Kashmir,Azad_Kashmir Mirpur,Mir ##pur Mir ##pur A ##zad _ Kashmir,1.5,Azad Kashmir Mirpur _
1237,"More than 100 injured, several died in #Mirpur according to local journalists. #earthquake #MirpurEarthquake @imehreen @javerias @zara_ansari @munirahmedap @AdilabbasiAry",Mirpur,Mir ##pur j,1.0,Mirpur j
1238,RT @Me_AbdulR: No damage to the Mangla Dam but sadly 100 people are injured & more than 4 people died. #earthquake #Pakistan /,Mangla Dam Pakistan,Man ##g ##la Dam Pakistan,0.3333333333333333,Mangla Dam Pakistan dam
1239,5 dead & over 100 injured. #Earthquake #Mirpur #AJK #StaySafe,Mirpur,Mir ##pur AJ ##K,1.0,AJK Mirpur
1240,"The most damage is in areas between Jhelum and Mirpur, said the chief of Pakistans National Disaster Management Authority, Lieutenant General Mohammad Afzal. So far we have reports of the death of a girl child and injuries to nearly 50 people. #earthquake",Jhelum Mirpur,J ##hel ##um Mir ##pur ##s,0.5,Jhelum
1241,"General Qamar Javed Bajwa has directed army to launch a rescue operation in the valley, Major General Asif Ghafoor said. The soldiers with aviation and medical support teams have been dispatched, he added. #earthquake",valley,,1.0, 
1242,"#earthquake of 5.8 magnitude S shook different parts of Azad Jammu and Kashmir (AJK) to subs of Lahore ,which claimed at least two lives and 100 left injured so far #PrayForPakistan #Mirpur #AzadKashmir #Islamabad #Lahore",Azad Jammu and Kashmir Islamabad Lahore Mirpur,A ##zad Jammu and Kashmir AJ ##K Lahore Mir ##pur A ##zad ##K ##ash ##mir Islam ##abad Lahore,0.8571428571428571,AJK Azad Jammu and AzadKashmir Islamabad Jammu and Kashmir Lahore Mirpur and
1243,Army Chief orders troops to participate in earthquake rescue activities. #pakistan,pakistan,p ##aki,1.0,paki
1244,Breaking News conformation of 6 people die and more than 120 people are injured by earth quake in different cities of Pakistan Mostly effect Mirpure Azad by earth quake Pray for human lifes #earthquake,Azad Mirpure Pakistan,Pakistan Mir ##pur ##e A,1.0,Mirpure A Pakistan a
1245,"RT @AbdulM0eed: Update: Building Collapsed, Must university Campus in Chiterpari Mirpur. #earthquake",Chiterpari,Chi ##ter ##par ##i Mir ##pur,1.0,Chiterpari Mirpur
1246,The cities infrastructure was damaged and vehicles parked on the roads fell into the pits created by the quake. The tremors hit at a shallow depth of 10 kilometres with the epicentre lying 1km southeast of New Mirpur in Azad Jammu and Kashmir.#earthquake,Azad Jammu New Mirpur,New Mir ##pur A ##zad Jammu Kashmir,0.25,Azad Jammu Kashmir New Mirpur
1247,Almost 2 kilometers of the Jatlan Road in Kashmir sank after a 5.8-magnitude #earthquake jolted different parts of the country at 4:01pm on Tuesday,Kashmir,##lan Kashmir,1.0,Kashmir lan
