,text,location,raw_prediction,WER,prediction
1077,North Shore Animal League in Port Washington collecting hurricane relief supplies this weekend for pets affected by Hurricane Dorian. Mobile unit heading south with supplies next week. @News12LI,North Shore Animal League Washington,North Shore Animal League Port Washington,1.0,Animal League North Port Shore Washington
1078,S.C. Gov. Henry McMaster (@henrymcmaster) has declared a state of emergency ahead of Hurricane Dorian. @aikenstandard #sctweets #scpol #scwx,S.C.,S . C .,1.0, 
1079,Updated 8/31 : 12:46 p.m. South Carolina Governor @henrymcmaster @SCEMD has declared a state of emergency as Hurricane Dorian approaches. We will have updated information here and on our website this evening. . Please stayed tuned.,South Carolina,South Carolina,1.0,Carolina South
1080,11am H4 Dorian: 260miles ENE of NW Bahama Islands Max. Sus. Winds: 145mph Speed: 8mph (-) Pressure: 944mb (+) - H Warning: NW Bahamas - H Watch: Andros - Final prep should be taken in anticipation of Dorian,Bahama Islands Bahamas,Ba ##ham ##a Islands Bahamas And,1.0,And Bahama Bahamas Islands
1081,"A State of Emergency for Key Biscayne Remains in Effect. Mayor Davey urges residents, Don’t let down your guard just because we have a good forecast.” Check out this article:  #HurricaneDorian",Key Biscayne,Key B ##is ##ca ##yne,1.0,Biscayne Key
1082,"Bahamas, southeast US coast on high alert as Hurricane Dorian reaches Category 4 strength. potentially devastating storm that is forecast to unleash a three-pronged assault of extreme winds, devastating storm surge and severe flooding” #hurricandorian",Bahamas,Bahamas US,1.0,Bahamas US
1083,If youre still worried about Dorian & still need water the Wal-Mart in Hallandale Beach just restocked,Hallandale Beach,Hall ##anda ##le Beach,1.0,Beach Hallandale
1084,"Powerful Category 4 Hurricane Dorian headed toward The Northwestern Bahamas, threatens 10-15 of storm surge over some coastal areas of The Northwestern Bahamas along with 2+ of rain. #WFTV #FLWX #EyeOnTheTropics",Bahamas Northwestern Bahamas,Bahamas Bahamas,0.6666666666666666,Bahamas
1085,Governor Henry McMaster today issued an executive order declaring a state of emergency and urges South Carolinians to prepare for the possibility of Hurricane Dorian impacting the state. Learn More:,South Carolinians,South Carol ##inian ##s,1.0,Carolinians South
1086,Governor Brian Kemp has declared a State of Emergency for 12 counties in Southern Georgia. Governor Henry McMaster has declared a State of Emergency for the entire state of South Carolina. Dorian remains a major category 4 hurricane.,Georgia South Carolina,Georgia South Carolina,0.6666666666666666,Carolina Georgia South
1087,"Latest on Hurricane Dorian: -Evacuations ordered in the Bahamas -U.S. may be spared a direct hit -Florida, Georgia, Carolinas could still be in for severe flooding",-Florida Bahamas Carolinas Georgia,Bahamas U . S . Florida Georgia Carolina ##s,0.75,Bahamas Carolinas Florida Georgia U.S.
1088,South Carolinas governor has declared a state of emergency  Live coverage of Hurricane #Dorian continues for the entirety of the storm here:,South Carolinas,South Carolina ##s,1.0,Carolinas South
1089,"@newyorkpost  with the line Trump once claimed the resort sustained $17 million in damage during the 2005 hurricane season, but an @AP probe found little evidence the private club took a hit. Wilma and Katrina hit in 05 both went over palm beach",palm beach,,1.0, 
1090,Hurricane Dorian is now at 150MPH and is going to Threaten Affect our Coast of North Carolina again and come in further south off shore close enough to do damage  ἰ0ὢ8 !!!!,North Carolina,North Carolina,1.0,Carolina North
1091,So Florida should just donate all those unnecessary hurricane Dorian supplies to the Carolinas and enjoy this extended Labor Day weekend.,Florida,Florida Carolina ##s,1.0,Carolinas Florida
1092,Weve hit $5000! Thank you to everyone who donated to our fundraiser. Our volunteers are continuing to track #HurricaneDorian which forecasts say could make landfall anywhere between Palm Beach and South Carolina.,Palm Beach South Carolina,Palm Beach South Carolina,1.0,Beach Carolina Palm South
1093,"Donald Trump has said the decision on whether to evacuate residents of Florida to protect them from Hurricane Dorian, would be made on Sunday after meeting with officials. As he left the White House for the presidential retreat at Camp David in Maryland,",Camp David Florida Maryland,Florida Maryland,0.5,Florida Maryland
1094,"Due to hurricane Dorian and the possible devastating impacts to the people of the northern Abacos, Bahamas. We will be heading there after the storm to offer food, water, and all types of supplies Please let me know",Abacos Bahamas,A ##cos Bahamas,0.5,Acos Bahamas
1095,At 5:00 pm on 31 Aug. an update for Hurricane Dorian was posted to the Towns website (). The Governor has declared a State of Emergency for South Carolina. Town Council will take up a state of emergency declaration at a special meeting 1:30 pm Tuesday.,South Carolina,South Carolina,1.0,Carolina South
1096,"⚠ At 5 pm EDT, a Tropical Storm Watch has been issued for the east coast of Florida from Deerfield Beach to Sebastian Inlet. The Hurricane Warning for the Northwestern Bahamas remains in effect. Andros Island remains under a Hurricane Watch. #Dorian",Bahamas Deerfield Beach Florida,Florida Deer ##field Beach Bahamas And ##ros Island,1.0,Andros Bahamas Beach Deerfield Florida Island
1097,8/31/19 5PM @NHC_Atlantic Hurricane #Dorian Public Advisory: A Tropical Storm Watch has been issued for the east of Florida from Deerfield Beach to Sebastian Inlet ? #FLwx,Florida,Florida Deer ##field Beach,2.0,Beach Deerfield Florida
1098,"@mikebettes @wxdude @JimCantore @mikeseidel @TevinWooten As #Dorian approaches, heres a reminder of the damage from #HurricaneMatthew in 2016. Thats the old Bahamas Princess Hotel and Resort, that never recovered.",old Bahamas Princess Hotel and Resort,Bahamas Princess Hotel and Resort,0.6666666666666666,Bahamas Hotel Princess Resort and
1099,"Our comrades with Palm Springs Tenants Union are raising money for the families at Stonybrook Apartments, whose homes are right in the path of Hurricane Dorian. Please donate to help cover supplies and evacuation costs! #WeKeepUsSafe",Palm Springs,Palm Springs ##ony ##brook Apart ##ments,1.0,Apartments Palm Springsonybrook
1100,"Governor Cooper orders emergency measures for storm readiness, urges North Carolinians to prepare now for Dorian - WWAY TV",North Carolinians,North Carol ##inian ##s,1.0,Carolinians North
1101,So Florida taking a lot and Catastrophic damage depends on thunderstorms in Kansas somehow making a high in the Atlantic super weak so this monster makes a sudden shift.,Florida,Florida Kansas,1.0,Florida Kansas
1102,"With Hurricane Dorian’s new forecasted track, all Town of Davie parks will reopen on Sunday, September 1, 2019. This may change should a watch or warning be issued for South Florida. Visit  for more information.",South Florida,Da ##vie Florida,0.5,Davie Florida
1103,"The @RedCrossNCR is closely monitoring #HurricaneDorian. Hear from one of their volunteers in West Palm Beach, FL at 10 & 11 on @ABC7News.",FL West Palm Beach,West Palm Beach FL,0.75,Beach FL Palm West
1104,Coming up on @ABC6 at 11PM: -@TStudebakerABC6 tracking Hurricane Dorian -Woonsocket man in critical condition following house fire -A man died after he was found by kayakers in water at Swansea Town Beach -Jamra Hookah Lounge is latest to be closed by B.O.L. after stabbing,Swansea Town Beach,W ##oons ##ock Swansea Town Beach,0.6666666666666666,Beach Swansea Town Woonsock
1105,"ALERT 1 of 2 – @NHC_Atlantic reports #Dorian is headed for the northern Bahamas (Grand Bahama, Abaco, N. Eleuthera). Be alert for flooding + strong winds. More info at , follow @USEmbassyNassau + @NHC_Altlantic for updates.",Bahamas Grand Bahama,Bahamas Grand Ba ##ham ##a A ##ba ##co,1.0,Abaco Bahama Bahamas Grand
1106,"hurricane dorian evacuation, day 2 || #Atlanta #CanaanSmith #CSIAC #DanandShay #FGL #MorganWallen @ Cellairis Amphitheatre at Lakewood",Atlanta,Atlanta Lake,1.0,Atlanta Lake
1107,VOLUSIA COUNTY: According to EOC officials Shelters will open at 10 a.m. Monday. This change is based on the latest storm tracking information. We are also waiting on possible evacuation orders. Thats ahead at 6 a.m. @news6wkmg,VOLUSIA COUNTY,V ##OL ##US ##IA CO ##UN,1.0,COUN VOLUSIA
1108,"Deadly potential of Dorian - A prolonged period of life-threatening storm surge, devastating hurricane-force winds, and heavy rains capable of life-threatening flash floods are expected on the Abaco Islands and Grand Bahama Sunday through Monday,. -",Abaco Bahama,A ##ba ##co Islands Grand Ba ##ham ##a,1.0,Abaco Bahama Grand Islands
1109,"Most of Palm Beach County back in the cone. Dorian is a Cat 4 Hurricane this morning and it continues to slow down as it moves over the northern Bahamas. A Tropical Storm Warning has been issued for Coastal and Metro PBC, and all of the Treasure Coast.",Bahamas Palm Beach County,Palm Beach County Bahamas,0.5,Bahamas Beach County Palm
1110,Dorian is now a CATEGORY 5 hurricane with maximum sustained winds of 160 mph. A Tropical Storm Warning has been issued for Florida’s East Coast from Deerfield Beach to Sebastian Inlet.,Deerfield Beach Florida Sebastian Inlet,Florida Deer ##field Beach,0.8,Beach Deerfield Florida
1111,TROPICAL STORM WATCH FOR BROWARD: Tropical storm force winds are possible Monday and Tuesday as Dorian makes its closest approach. Tropical Storm Warning for Palm Beach County & points north,Palm Beach,Palm Beach County,1.5,Beach County Palm
1112,"JUST IN: #Dorian is now a Category 5 hurricane with 160 mph sustained winds, according to the 7am @NHC_Atlantic update. This catastrophic storm will unleash the equivalent of an hours-long EF3+ tornado on the northern Bahama Islands unlucky enough to be in the path of the eye",Bahama,Ba ##ham ##a Islands,1.0,Bahama Islands
1113,SOUTH FLORIDA: Portions of #Broward and #PalmBeach Counties now under a Tropical Storm Warning. #Dorian upgraded to a *Category 5* with the 8AM advisory.,PalmBeach SOUTH FLORIDA,S ##O ##UT ##H FL ##OR ##ID ##A B ##row ##ard Palm ##B ##each,1.0,Broward FLORIDA PalmBeach SOUTH
1114,Gov. Roy Cooper has declared a state of emergency for North Carolina as weather forecasts indicate that Hurricane Dorian may veer toward the Carolinas.,Carolinas North Carolina,North Carolina Carolina ##s,0.6666666666666666,Carolina Carolinas North
1115,Hurricane Dorian is now a Category 5. Please remember that @UMC_UMCOR is the emergency relief agency of the UMC. 100 percent of all donations to UMCOR go directly to relief efforts.,UMCOR,,1.0, 
1116,Palm Beach County under Tropical Storm Warning,Palm Beach,Palm Beach County,1.5,Beach County Palm
1117,This morning Hurricane Dorian is a monster Category 5 storm that is going to batter the Abaco Islands and Grand Bahama Island over the next 24-48 hours as the storms forward motion slows down. Catastrophic rainfall totals and wind damage are expected on the islands.,Abaco Islands Grand Bahama Island,A ##ba ##co Islands Grand Ba ##ham ##a Island,0.6,Abaco Bahama Grand Island Islands
1118,"Hurricane Dorian moving into the Abaco Islands, Marsh Island it’s now a Category 5 storm catastrophic damage is very likely. #HurricaneDorian",Abaco Islands Marsh Island,A ##ba ##co Islands Marsh Island,0.5,Abaco Island Islands Marsh
1119,There was a massacre in Texas. Death toll has risen to 7. Many injured incl a baby. Theres a category 5 hurricane (the worst type) heading towards the US. Donald Trump is tweeting about James Comey. #Trump @realDonaldTrump #JamesComey #HurricaneDorian #texasshooting @CNNConnect,Texas,Texas US,1.0,Texas US
1120,RT @GOPPollAnalyst: Hurricane Dorian. Mandatory evacuation in Palm Beach County areas.,Palm Beach County,Palm Beach County,0.6666666666666666,Beach County Palm
1121,"BREAKING—Indian River County Emergency Managers have called for voluntary evacuations for the entire county’s barrier island, and mandatory evacs Monday. #Dorian @weatherchannel",Indian River County Emergency,Indian River County,0.25,Indian River County
1122,#Dorian Palm Beach County issuing mandatory evacuations effective 1pm,Palm Beach County,Palm Beach County,0.6666666666666666,Beach County Palm
1123,"#NJ now has 21 trained Red Cross workers on the ground in Florida or on the way, including volunteers Chris and Lynn who are in West Palm Beach helping with relief preparations. #Dorian",Florida NJ West Palm Beach,NJ Florida West Palm Beach,0.6,Beach Florida NJ Palm West
1124,"Need to stress that this is an extremely dangerous & life-threatening storm, sustained winds near 175 mph, even higher gusts. Take IMMEDIATE shelter in the Abaco Islands, get inside in a study building, this is NOT the time to be outside taping or taking photos! #Dorian #Bahamas",Abaco Islands Bahamas,A ##ba ##co Islands Bahamas,0.6666666666666666,Abaco Bahamas Islands
1125,Palm Beach County orders partial evacuation as Hurricane Dorian blows up into a Category 5 near the Bahamas. Check here to see if youre affected by the evacuation order:,Bahamas Palm Beach,Palm Beach County Bahamas,1.0,Bahamas Beach County Palm
1126,RT @cs_rescue: Shelters in #MartinCounty #FL are opening ahead of #HurricaneDorian #KnowYourZone #FLPrepares,FL MartinCounty,Martin ##C ##ou ##y FL,0.5,FL MartinCouy
1127,"A state of emergency has been declared for our state. North Carolinians should prepare, and listen to local leaders for updates on severe weather. Please take the time now to prepare for possible effects of #Dorian",North Carolinians,North Carol ##inian ##s,1.0,Carolinians North
1128,RT @dev_discourse: Mandatory #evacuations in #Palm Beach County as #Hurricane #Dorian approaches #HurricaneDorian,Palm Beach County,Palm Beach County,0.6666666666666666,Beach County Palm
1129,Hurricane Dorian: Palm Beach residents can begin evacuating; official order to come when county shelters open at 1 p.m.,Palm Beach,Palm Beach,1.0,Beach Palm
1130,"Bahamas Red Cross volunteers are on high alert as #HurricaneDorian, now a Category 5 storm, hits the #AbacoIslands. Relief supplies have been pre-positioned, such as tarps, hand-crank radios and jerrycans.",AbacoIslands Bahamas,Bahamas A,0.5,Bahamas
1131,"[7 killed in shooting spree in Odessa, TX] [Dorian strengthens to category 5 hurricane, likely to cause unprecedented damage and deaths] The president of the United States:",Odessa TX United States,Odessa TX United States,0.5,Odessa States TX United
1132,The 12Z GFS Operational shows track taking #Dorian parallel to FL coastline into the eastern Carolinas. Storm Surge damage from this path can be more devasting than direct hi. #HurricaneDorian,FL eastern Carolinas,FL eastern Carolina ##s,0.6666666666666666,Carolinas FL eastern
1133,Heres whats happening on 1010 WINS: -Dorian is strongest hurricane in modern times to hit Bahamas; now a Cat 5 monster -Death toll rises to 7 in Texas shooting spree -80th anniversary of Germanys invasion of Poland marked with ceremony LISTEN LIVE:,Bahamas Texas,Bahamas Texas Poland,0.5,Bahamas Poland Texas
1134,Destruction of Dorian coming out of Marsh Harbour Bahamas.,Bahamas Marsh Harbour,Marsh Harbour Bahamas,0.6666666666666666,Bahamas Harbour Marsh
1135,"BREAKING: CATASTROPHIC Category 5 Hurricane Dorian is making landfall on the Abaco Islands of the Bahamas with wind gusts over 225 mph, leveling everything in its path like a monster EF5 tornado.",Abaco Islands Bahamas,A ##ba ##co Islands Bahamas,0.6666666666666666,Abaco Bahamas Islands
1136,"I’ll bet he remembers the hurricane in 2005 that brushed past Palm Beach and did minor damage to Mar-a-Lago. Though the damage was almost negligible, he collected $17 million on it from an insurance company. This was never investigated for fraud though it should have been.",Palm Beach,Palm Beach,1.0,Beach Palm
1137,"Breaking! Hurricane Dorian: Evacuation order in Palm Beach, Martin counties | Miami Herald Mar-A-Lago must evacuate!",Martin Miami Palm Beach,Palm Beach Martin Miami,0.5,Beach Martin Miami Palm
1138,"Some disturbance is following #Dorian path @noaa A broad area of low pressure associated with a tropical wave is located just south of the Cabo Verde Islands. This system has become better organized since yesterday, and environmental conditions appear conducive for development",Cabo Verde,C ##ab ##o Verde Islands,0.5,Cabo Islands Verde
1139,RT @PMBreakingNews: Breaking: Major damage is being reported as Hurricane Dorian makes landfall on the Abaco Islands in the Bahamas. :,Abaco Islands Bahamas,A ##ba ##co Islands Bahamas,0.6666666666666666,Abaco Bahamas Islands
1140,Update Hurricane Dorian for Orange County FL / Sheriff John Mina • mas100fm caraacararadio #hurricane #Dorian #weather #NationalWeather #update @ Fire Department Orange County,FL Orange,Orange County FL Orange,1.0,FL Orange Orange County
1141,As bad as it gets. #dorian is now tied for second strongest hurricane on record in the Atlantic Basin (wind speed) and this occurred during landfall. Absolute catastrophic damage in the Abacos. Remarkable and exceptionally frightening. #nbcct,Abacos Atlantic Basin,Atlantic A ##ba ##cos,0.3333333333333333,Abacos Atlantic
1142,"RT @pbpost: Hurricane Dorian: Palm Beach County orders mandatory evacuation of mobile home parks, barrier islands",Palm Beach County,Palm Beach County,0.6666666666666666,Beach County Palm
1143,"If #Dorian made landfall in FL at 185 mph, it would be the same intensity as the Labor Day Hurricane of 1935. That storm hit west Florida and killed 485 people with limited weather warning capability. There were 1.4 million people in Florida in 1935 -- ~22 million now.",Florida,FL Florida Florida,1.0,FL Florida
1144,South Carolina is potentially in the path of #HurricaneDorian and Governor McMaster has declared a state of emergency. Be prepared and stay safe. Tips and information below:,South Carolina,South Carolina,1.0,Carolina South
1145,Cat 5 Hurricane Dorian continues to beat down on Abaco with maximum sustained winds of 175mph. Some residents of Green Turtle Cay stayed despite govt calls for them to evacuate. One told our reporter Rashad Rolle he would have evacuated if he knew how strong the storm would be.,Abaco Green Turtle Cay,A ##ba ##co Green Turtle C ##ay,0.5,Abaco Cay Green Turtle
1146,Per Jacksonville National Weather Service Jacksonville: Category 5 #Dorian poses a significant storm surge threat to coastal northeast FL and southeast GA. Storm surge can cause major damage and poses a,FL Jacksonville,Jacksonville Jacksonville FL GA,0.5,FL GA Jacksonville
1147,"Major Hurricane #Dorian, with 185 mph winds, has made landfall near Marsh Harbour, Bahamas. Catastrophic damage occurring. Follow @NHC_Atlantic for more information. #Prayforthebahamas #prayformarshharbour ἞7἟8἞7἟8἞7἟8",Bahamas,Marsh Harbour Bahamas,2.0,Bahamas Harbour Marsh
1148,"If you plan to evacuate and must leave the county, don’t go north. #HurricaneDorian is still expected to go north, and you could get stuck in traffic on the interstate or run out of gas on your way north. Evacuate to a friend/family’s house or at county shelters, officials say",county shelters,,1.0, 
1149,Video coming in from Marsh Harbor where it took a direct hit from #HurricaneDorian. Buildings damaged and cars flipped.,Marsh Harbor,Marsh Harbor,1.0,Harbor Marsh
1150,#PalmBeachCounty orders partial evacuation as #HurricaneDorian produces 200 mph gusts over #Bahamas @FlaCathBps @DiocesePB,Bahamas PalmBeachCounty,Bahamas,0.5,Bahamas
1151,"TTWeatherCenter on Twitter: More video of the catastrophic damage across the Abacos Islands, Bahamas due to #Dorian  / Twitter",Abacos Bahamas,A ##cos Islands Bahamas,1.0,Acos Bahamas Islands
1152,"High end damage on the Abaco Islands. Florida will not see anything like this. Dorian stays offshore of Florida, but may come inland in the eastern Carolinas then head NNE to Nova Scotia.",Abaco Islands Florida Nova Scotia eastern Carolinas,A ##ba ##co Islands Florida Florida eastern Carolina ##s Nova Scotia,0.4285714285714285,Abaco Carolinas Florida Islands Nova Scotia eastern
1153,"Incredible damage has been reported as a result of the western eyewall of Hurricane Dorian passing over Grand Abaco. As the eye passes over, a lull is most likely occurring (as the many videos prove), but the eastern eyewall can and will come roaring in soon.",Grand Abaco,Grand A ##ba ##co,1.0,Abaco Grand
1154,"As Reed Timmer states, the more intense back eye wall is just now moving into Marsh Harbour and will cause more catastrophic damage.",Marsh Harbour,Marsh Harbour,1.0,Harbour Marsh
1155,"The back eye wall is moving into Marsh Harbour, and it will probably damage the Island again #HurricaneDorian",Marsh Harbour,Marsh Harbour,1.0,Harbour Marsh
1156,RT @PMBreakingNews: Video: Catastrophic damage reported on the Abaco Islands in the Bahamas due to Hurricane Dorian.,Abaco Islands Bahamas,A ##ba ##co Islands Bahamas,0.6666666666666666,Abaco Bahamas Islands
1157,Here’s the latest on evacuations and shelter openings in Broward and Miami-Dade counties,Broward Miami,B ##row ##ard Miami ##e,0.5,Broward Miamie
1158,Atlanta (GA) CBS46: Evacuations in Florida as Dorian takes aim at Grand Bahama Island. More #Atlanta #news -,Atlanta Florida GA Grand Bahama Island,Atlanta GA Florida Grand Ba ##ham ##a Island Atlanta,0.3333333333333333,Atlanta Bahama Florida GA Grand Island
1159,"Volusia County has ordered a mandatory evacuation for those that live on the beach or in mobile homes. Despite the warning, some plan on staying during Hurricane Dorian. Hear why tonight on @MyNews13 #News13Volusia",Volusia,Vol ##us ##ia County,1.0,Volusia County
1160,All Juno Beach residents are under an evacuation order.,Juno Beach,Juno Beach,1.0,Beach Juno
1161,"Videos have started to emerge of the damage, distress and disaster in The Bahamas in the wake of #HurricaneDorian. In Abaco, roofs were ripped from buildings, cars overturned, powerlines brought down and people left devastated as roadways remained flooded - Video contributed.",Bahamas,Bahamas A ##ba ##co,1.0,Abaco Bahamas
1162,"1/3 Hurricane Dorian Alert #3: Continue to Stay Prepared No regular trash pickup tomorrow-Mon, Sept 3. Key Biscayne remains out of the cone of uncertainty & is under no watch or warning. Stay prepared for strong winds, potential heavy rain and local flooding. @VillKeyBiscayne",Key Biscayne,Key B ##is ##ca ##yne,1.0,Biscayne Key
1163,"RT @PMBreakingNews: Video: Major damage from Hurricane Dorian in Marsh Harbour, Bahamas.",Bahamas Marsh Harbour,Marsh Harbour Bahamas,0.6666666666666666,Bahamas Harbour Marsh
1164,WATCH LIVE: St. Johns County will hold a news conference at 4 p.m. regarding emergency operations as Hurricane Dorian nears the First Coast. The county issued mandatory evacuation orders for those living in Zones A and B effective 8 a.m. Monday morning.,St. Johns County,St . Johns County,0.6666666666666666,Johns County St
1165,Evacuations ordered in Zones A & B in St Johns County ahead of #Dorian @ActionNewsJax,St Johns County,St Johns County,0.6666666666666666,Johns County St
1166,My fellow Floridians. Do not fall asleep on Dorian. There are several models having it not turn and hitting the east coast. Stay vigilant. Stay prepared. Stock up on supplies. Identify your hurricane room. Make sure car is filled with gas and you have plenty of food and water,Floridians,,1.0, 
1167,#Dorian Evac Orders FLA The county has also ordered evacuations for Hastings and Flagler Estates:,Flagler Estates Hastings,Hastings Flag ##ler Estates,0.6666666666666666,Estates Flagler Hastings
1168,#HurricaneDorian We are getting donations to send and help these families in need after this Catastrophic hurricane ὤFἿC  Donate for the families that will loose everything ὤFἿC #bahamas #Abacos #Dorian #Dorian2019 #HurricaneDorian #HurricaneDorian2019,bahamas,b ##ah ##ama ##s A ##ba ##cos,1.0,Abacos bahamas
1169,RT @Joey__Gallo: This damage caused by #Dorian from Abaco in the Bahamas is just horrible. And theyre not even thru it all.. /,Bahamas,A ##co Bahamas,1.0,Aco Bahamas
1170,"Interesting. China built a military port on Abaco Island, The Bahamas, which is currently being destroyed by #HurricaneDorian. A military port within miles of the U.S. coast ᾝ0",Abaco Island Bahamas China U.S.,China A ##ba ##co Island Bahamas U . S .,0.4,Abaco Bahamas China Island U.S.
1171,UPDATE: Category Five Hurricane Dorian makes landfall in Great Abaco islands in the Bahamas amid reports of heavy damage,Bahamas Great Abaco,Great A ##ba ##co islands Bahamas,0.6666666666666666,Abaco Bahamas Great islands
1172,"Pure hell” Our @ABC team in Marsh Harbour, Abacos, The Bahamas has checked in from the eye of #HurricaneDorian They are ok. Everything around them is destroyed, they say. This dispatch from @marcusmoore is unspeakably horrific",Abacos Bahamas Marsh Harbour,Marsh Harbour A ##ba ##cos Bahamas,0.5,Abacos Bahamas Harbour Marsh
1173,"We got this video from our Bahamian driver! This came from Abaco island, while the Eye of Dorian was passing by⁦@WCKitchen⁩ big damage!",Abaco island,##ham A ##ba ##co island,0.5,Abaco ham island
1174,Hurricane #Dorian #Childrens #Relief Fund - ⁦@SavetheChildren⁩,Dorian,,1.0, 
1175,"Current #GFS #hurricane models for #Dorian show it raking along the coast from Florida, Georgia, South Carolina, North Carolina. and Virginia. Depending on how offshore the eye sits, could be a quite a task to handle such a span of damage across multiple states.",Florida Georgia North Carolina South Carolina Virginia,Florida Georgia South Carolina North Carolina Virginia,0.4285714285714285,Carolina Florida Georgia North South Virginia
1176,5pm advisory: #Dorian 185mph cat 5 #hurricane over the #Bahamas. Hurricane warnings now up for Jupiter Inlet to Flagler/Volusia County line. Storm surge warning Lantana north has also been added. #flwx #florida,Bahamas florida,Bahamas Flag ##ler Vol ##us ##ia fl ##ori ##da,1.0,Bahamas Flagler Volusia florida
1177,#BREAKING NEWS!! Jupiter Inlet to North Brevard County-Hurricane Warning Deerfield Beach to Jupiter Inlet-Hurricane Watch! Hurricane Dorian still 185mph winds with gusts up to 220 Pressure: 910mb Move: W at 7-8mph #HurricaneDorian,North Brevard County,North B ##re ##vard County Deer ##field Beach,1.0,Beach Brevard County Deerfield North
1178,"#PSLPrepares #Dorian St. Lucie County announced today that Uber will be offering free round trip rides, up to $20 each way, to and from a state-approved evacuation shelter. Details on how to redeem a free round trip at:",St. Lucie County,St . Luc ##ie County,0.6666666666666666,Lucie County St
1179,From @julmisjames via @kr3at Video of #Abaco Islands in the #Bahamas getting pounded at this time by #Hurricane #Dorian before roofs were torn off homes and cars where flipped. #Dirian2019 #HurricaneDorian2019 #hurricane #hurricandorian #Bahamas,Abaco Islands Bahamas,A ##ba ##co Islands Bahamas Bahamas,0.6666666666666666,Abaco Bahamas Islands
1180,"#HurricaneDorian is devastating islands south of us and slowing down and can potentially cause even more damage. If you believe the power in prayer, here’s one for you. #PrayingfortheBahamas",islands south of us,,1.0, 
1181,"HURRICANE DORIAN: Lowe’s says it has shipped 1,500 truckloads of generators, flashlights and other supplies to stores in Florida, Georgia, North Carolina and South Carolina.",Florida Georgia North Carolina South Carolina,Florida Georgia North Carolina South Carolina,0.5,Carolina Florida Georgia North South
1182,"NHC Update, 5pm: A hurricane *warning* has been issued for parts of the Florida east coast as Hurricane #Dorian slowly approaches. In the meantime, Grand Bahama Island will experience about 24 hours of some of the worst weather ever recorded in the Western Hemisphere.",Florida Grand Bahama Island,Florida Grand Ba ##ham ##a Island,0.5,Bahama Florida Grand Island
1183,New: A hurricane warning has been issued for part of Floridas east coast from Jupiter Inlet to the Volusia/Brevard County Line. This means that hurricane conditions are expected from #Dorian:,Floridas Volusia,Florida ##s Vol ##us ##ia B ##re ##vard,0.5,Brevard Floridas Volusia
1184,"Hurricane Dorian is now the ‘strongest hurricane in modern records.’ Palm Beach, Mar-a-Lago face evacuations.",Palm Beach,Palm Beach,1.0,Beach Palm
1185,"EVACUATION orders issued for parts of Palm Beach and Martin Counties as #HurricaneDorian gets closer. Folks in Jupiter concerned about storm surge, beach erosion and flooding in low lying areas. Many say they’re ready @WPLGLocal10",Martin Counties Palm Beach,Palm Beach Martin,0.75,Beach Martin Palm
1186,"Hurricane #Dorian Dangerous Category 5, sustained winds of 175 mph. If you live along the East Coast be prepared, gather supplies and evacuate if ordered. @philanthropy_pa @pulte @MrBeastYT @paul_L_obrien @SBRCelebrityArt @codeofvets @CLWAL02 @joepalojoe @KHOV2019 @HandInHandGP",East Coast,,1.0, 
1187,Now #dorian is one of the strongest hurricanes in modern history. This is getting real for #SC and Edisto Beach. A reminder of damage here from Hurricane Matthew- as a Cat 1 -non-direct hit. #HurricaneDorian2019 Be prepared! Please don’t leave pets behind!,Edisto Beach SC,SC Ed ##ist ##o Beach,0.6666666666666666,Beach Edisto SC
1188,"Breaking : The Ministry of Health stating that there has so far been no reported deaths on the island of Abaco, which is currently being impacted by Hurricane Dorian, other than the recent traffic fatality in Sandy Point, Abaco.",Abaco Sandy Point,A ##ba ##co Sandy Point A ##ba ##co,0.6666666666666666,Abaco Point Sandy
1189,Cars overturned in Grand Marsh / Marsh Harbour. Looks like tornado damage. #Dorian,Grand Marsh Marsh Harbour,Grand Marsh Marsh Harbour,0.5,Grand Harbour Marsh
1190,"WATCH: Check out this satellite image of #HurricaneDorian from the International Space Station. This category 5 storm has winds at 185 mph. Several advisories are in effect for Central Florida, including a Hurricane Warning for Brevard. | More details:",Florida,Florida ##re,1.0,Floridare
1191,Im raising money for Dorian Hurricane relief fund for Green Turtle Cay. Click to Donate:  via @gofundme,Green Turtle Cay,Green Turtle C ##ay,0.6666666666666666,Cay Green Turtle
1192,RIGHT NOW: **STORM SURGE WARNING is in effect from Lantana to the Volusia/Brevard County Line** That means a danger of life-threatening inundation from rising water moving inland from the coastline THIS IS NOT A JOKE if they say LEAVE LEAVE! #HurricaneDorian,Brevard County Lantana,La ##nta ##na Vol ##us ##ia B ##re ##vard,0.6666666666666666,Brevard Lantana Volusia
1193,RT @Blog_Mickey: Hurricane Dorian Disaster Relief Crews Begin Staging at Walt Disney World More Photos:,Walt Disney World,Walt Disney World,0.6666666666666666,Disney Walt World
1194,"Volunteers will be stationed in Florida, Georgia, and South Carolina to assist with #mentalhealth services, spiritual care, and shelters.  #maui #community",Florida Georgia South Carolina,Florida Georgia South Carolina,0.5,Carolina Florida Georgia South
1195,Gov. Cooper issues state of emergency for North Carolina as Dorian nears US coast,North Carolina,North Carolina,1.0,Carolina North
1196,BREAKING: Mandatory evacuation for Beaufort County ordered for tomorrow at noon. #HurricaneDorian,Beaufort,Beaufort County,1.0,Beaufort County
