,tweet_id,text,location,raw_prediction,WER,prediction
35961,ID_1176468449570242560,#earthquake center was just 2 KM from #Mangla Cantt. Be Safe Every One Several people injured and one Causality confirmed by SDMA AJK. #mirpur #Mangla #Islamabad,Mangla SDMA AJK mirpur,Man ##g ##la AJ ##K mi ##rp ##ur Man ##g ##la Islam ##abad,0.75,AJK Islamabad Mangla mirpur
35962,ID_1176468487469961216,Embankment of a canal damaged and water is flowing towards residential areas of adjoining areas. #earthquake,,,1.0, 
35963,ID_1176468519145394176,"RT @SherySyed2: #Pakistan after Magnitude 5.8 #Earthquake Emergency declared in Azad Kashmir Road in #Mirpur, #AJK",AJK Azad Kashmir Mirpur Pakistan,Pakistan A ##zad Kashmir Mir ##pur AJ ##K,0.0,AJK Azad Kashmir Mirpur Pakistan
35968,ID_1176468873656315904,Warning was issued before #earthquake in #Pakistan #Kashmir,Kashmir Pakistan,Pakistan,0.5,Pakistan
35974,ID_1176469204767322112,#earthquake What a horrific earthquake. Roads destroyed. Everyone should watch the news. Roads split in two. May Allah have mercy on us.,,,1.0, 
35976,ID_1176469273830727680,"Due to Severe #Earthquake #Mirpur building collapsed as a result 50 people injured. Army troops with aviation and medical support teams dispatched, ISPR Said in a Statement. #earthquake",Mirpur,Mir ##pur,0.0,Mirpur
35977,ID_1176469280227057664,Reports from Mirpur claiming 1 women dead and over 50 injured (including women and children) after a building and Abu Qasim masjid collapsed. #earthquake,Mirpur,Mir ##pur,0.0,Mirpur
35978,ID_1176469289156653056,"Massive damage due to 7.1 magnitude earthquake just 12 kilometres North of Jhelum in Azad Kashmir Pakistan. Divine sign for change. May ALLAH save everyone, Aameen. #earthquake #BREAKING",Azad Kashmir Jhelum Pakistan,J ##hel ##um A ##zad Kashmir Pakistan,0.5,Azad Jhelum Kashmir Pakistan
35981,ID_1176469371725778944,"#earthquake: four dead, 76 injured in AJK as quake jolts various parts",AJK,AJ ##K,0.0,AJK
35984,ID_1176469403845713920,#COAS give order to reach immediately in effected areas of #Earthquake in AJK. Our troops with medical teams dispatch now.,AJK,AJ ##K,0.0,AJK
35987,ID_1176469664853110784,Emergency declared in AJK Hospitals. Army Troops on the way for rescue. #situation #earthquake,AJK,AJ ##K,0.0,AJK
35989,ID_1176469736223334400,Jatlaan canal embankment is damaged. It is one of the main canal originating from Mangla dam which irrigates Punjab. #earthquake AJK Mirpur,AJK Mangla dam Mirpur Punjab,Man ##g ##la dam Punjab AJ ##K Mir ##pur,0.4,AJK Mangla Mirpur Punjab dam
35992,ID_1176469766929883136,Mirpurs disaster pictures are terrifying. May Allah protect everybody. #Mirpur #Earthquake,Mirpur Mirpurs,Mir ##pur ##s Mir ##pur,0.0,Mirpur Mirpurs
35994,ID_1176469872190066688,A lot of area damaged due to #earthquake in #azadkashmir #Mirpur May Allah save and protect everyone. Ameen,Mirpur azadkashmir,a ##zad ##kas ##hm ##ir Mir ##pur,0.0,Mirpur azadkashmir
36001,ID_1176470149215506432,"#Earthquake: 50 injured as several building collapses after 5.8 M earthquake strikes Mirpur, PoK | via @IndiaTVNews #earthquake #EarthquakeInPakistan",Mirpur,Mir ##pur,0.0,Mirpur
36003,ID_1176470338387042304,"I am worried about #IOK please pray for them they dont have access to hospitals , internet or families out side Indian occupied kashmir. #AJK is damaged badly almost 100+ people are injured nd 3 ppl died so far . #Pakistan #AJK #earthquake",Indian Pakistan kashmir,Indian ka ##sh ##mir AJ ##K Pakistan AJ ##K,0.3333333333333333,AJK Indian Pakistan kashmir
36008,ID_1176470483124011008,12 deaths confirmed by ARY NEWS. 1726 PST #Pakistan #Earthquake #AJK,AJK Pakistan,Pakistan AJ,0.5,AJ Pakistan
36016,ID_1176471037799739392,RT @Andyrockz2012: #Earthquake Roads in #Pakistan Occupied #Kashmir are extensively damaged after the 5.8 magnitude #earthquake. /,Kashmir Pakistan,Pakistan Kashmir,0.0,Kashmir Pakistan
36023,ID_1176471577933860864,#PakArmy in action yet again for help and rescue operation in #Earthquake affected areas. @ndmapk @OfficialDGISPR #earthquake,,,1.0, 
36027,ID_1176471766039969792,"There has been a devastating earthquake of 5.8 magnitude. Reports of collapse of buildings & roads in multiple places including Azad Kashmir, Punjab and kpk. The tremors were felt in different cities of Pak. Rescue teams are on way. God save us all ❤️ #TalhaInsafian #earthquake",Azad Kashmir Pak Punjab,A ##zad Kashmir Punjab Pak,0.0,Azad Kashmir Pak Punjab
36028,ID_1176471769353478144,Pakistan #earthquake updates Four deaths have been reported in Mirpur while 100 are injured. Emergency has been declared in all hospitals of AJK. Earthquake triggered landsliding has been reported in scattered areas of AJK.,AJK Mirpur Pakistan,Pakistan Mir ##pur AJ ##K AJ ##K,0.0,AJK Mirpur Pakistan
36031,ID_1176471891000868864,Theres a lot of damage reported in AJK may Allah keep everyone safe ὤF #earthquake,AJK,AJ ##K,0.0,AJK
36035,ID_1176472105782849536,"EARTHQUAKE (6.1 magnitude) JUST IN: location: mirpur Azad kashmir Source: media personals 4 dead, more than 100 injured. Hospital, houses, roads collapsed. @ndmapk @OfficialDGISPR #earthquake #kashmir #mirpur #naturaldisaster #rescue #effort #azadkashmir #prayers",Azad kashmir kashmir mirpur,mi ##rp ##ur A ##zad ka ##sh ##mir ka ##sh ##mir mi ##rp ##ur a ##zad ##kas ##hm ##ir,0.25,Azad azadkashmir kashmir mirpur
36037,ID_1176472190541279232,"RT @peshavar: Jalata Road In #Muzaffarabad, #Ajk, #Pakistan links the main city with surroundings. Pak Army moved to help and calculate the",Pakistan,Mu ##za ##ff ##ara ##bad A ##jk Pakistan,2.0,Ajk Muzaffarabad Pakistan
36038,ID_1176472233570701312,"One dead, 50 injured as confirmed 5.8-magnitude earthquake shakes parts of Pakistan. Confirmed. Pak Army has mobilised rescue team in AJK. Pakistan administered Kashmir. #Lahore #earthquake @OfficialDGISPR",AJK Kashmir Lahore Pakistan,Pakistan AJ ##K Pakistan Kashmir Lahore,0.0,AJK Kashmir Lahore Pakistan
36045,ID_1176472708747538432,At least three people were killed and 50 others injured after roads in Mirpur collapsed due to the intensity of the #earthquake.,Mirpur,Mir ##pur,0.0,Mirpur
36050,ID_1176472813475115008,5.8 magnitude #earthquake jolted #Pakistans cities. Two people dead and more than 65 injured. #Mirpur #Islamabad #Lahore,Islamabad Lahore Mirpur,Pakistan ##s Mir ##pur Islam ##abad Lahore,0.3333333333333333,Islamabad Lahore Mirpur Pakistans
36059,ID_1176473010678747136,"RT @ZeeNews: 50 injured as 6.3 magnitude earthquake hits PoK, tremors jolt Delhi-NCR, north India  #earthquake",India,Delhi India,1.0,Delhi India
36060,ID_1176473037488754688,"Due to #Earthquake, reports of damages from #Mirpur building collapsed 50 people injured. Rescue teams are rushing roads damaged by earthquake. It must have been felt in #IOK as well where mobile phones and internet is shut for the last 51 days Ya ALLAH Reham Farma! #Kashmir",Kashmir,Mir ##pur Kashmir,1.0,Kashmir Mirpur
36065,ID_1176473237288562688,"Theres been a massive #earthquake in Kashmir region, were hearing about the damage and loss of lives in Azad Kashmir but as theres curfew in Indian Occupied Kashmir so we dont know anything about people there. Hope and pray for people of Kashmir.",Azad Kashmir Kashmir,Kashmir A ##zad Kashmir Kashmir Kashmir,0.3333333333333333,Azad Kashmir
36069,ID_1176473399071334400,Huge #Earthquack in #AJK. #Rescue operations started. #Pakistan @ARYNEWSOFFICIAL @BBCUrdu @BBCBreaking,AJK Pakistan,AJ ##K Pakistan,0.0,AJK Pakistan
36070,ID_1176473460220059648,@mzsqadri Roads are badly affected Distant areas say b Atchi news nhen aa rhe. Acc to sources More than 100 people are injured and 2 dead in #AzadKashmir #Mirpur #earthquake ὢ2ὣ7 #PakArmy rescue teams have reached there .. Ya Allah Sb ki khair ho,@mzsqadri Roads AzadKashmir Mirpur,##s ##qa ##dr A ##zad ##K ##ash ##mir Mir ##pur,0.75,AzadKashmir Mirpur sqadr
36072,ID_1176473578331619328,According to news 3 Dead 100+ Injured. May Allah keep everyone safe. #earthquake #Kashmir,Kashmir,Kashmir,0.0,Kashmir
36073,ID_1176473585940160512,RT @zubairabbasi: Upper Jhelum canal damaged at various place which has endangered nearby areas with flooding. #earthquake,Jhelum,J ##hel ##um,0.0,Jhelum
36075,ID_1176473682216202240,Yah ALLAH reham ! Karachi damaged by the 10 minutes rain and other of Pakistan jolted by earthquake ! #earthquake,Pakistan,Karachi Pakistan,1.0,Karachi Pakistan
36078,ID_1176473955105943552,"An Emergency Response Cell and Hotline is made under KORT. Pls share any information for any damage and loss information. Team KORT will reach for any possible rescue. Note the given numbers and contact; 0300-5447507, 0345-5667986, 0346-6810633, 0346-8796120 #earthquake",,,1.0, 
36081,ID_1176474015692722176,#Massive destruction in #Azad_Kashmir due to Strong #Earthquake as #Rescue and #Relief Service started immediately by #Pakistan_Army and Local Administration.,Azad_Kashmir,A ##zad _ Kashmir,2.0,Azad Kashmir
36083,ID_1176474031501000704,@OfficialDGISPR Once again our Pride Pakistan Armed Forces are they to rescue our Brothers & sisters out their whom got stuck & injured in #earthquake. #allahuakbar #PakArmy,Pakistan,Pakistan all ##ahu ##ak ##bar,1.0,Pakistan allahuakbar
36085,ID_1176474076245876736,Reports coming from Mirpur city not looking good our #Kort Kashmir orphans Relief trust complex badly damaged as well have shifted orphans #earthquake more to follow #Kashmir #Pakistan,Kashmir Kort Kashmir Mirpur Pakistan,Mir ##pur city Ko ##rt Kashmir Kashmir Pakistan,0.4,Kashmir Kort Mirpur city Pakistan
36086,ID_1176474145233805312,"Several deaths and many injuries have been reported in various areas of Mirpur, Azad Kashmir!!! Allah sbki hifazat frmaye! #earthquake",Azad Kashmir Mirpur,Mir ##pur A ##zad Kashmir,0.0,Azad Kashmir Mirpur
36090,ID_1176474274850148352,As epicenter of #earthquake was near #Mirpur in #POK cracks in few residential houses in Poonch. 10 killed in Mirpur 50 are injured . #EarthquakeAlert,Mirpur,Mir ##pur Po ##on ##ch Mir ##pur,1.0,Mirpur Poonch
36095,ID_1176474536914632704,10 People are Reported killed due to Earthquake in #Pakistan Azad #Kashmir more than 60 People are injured Roads are badly damaged.#Earthquake,Kashmir Pakistan,Pakistan A ##zad Kashmir,0.5,Azad Kashmir Pakistan
36096,ID_1176474709204094976,RT @_SidraHamid: Stay safe people. Make sure your at a safe place. #earthquake,,,1.0, 
36098,ID_1176474832495632384,"4 confirmed dead , 100+ injured #earthquake",,,1.0, 
36099,ID_1176474891899559936,"Four dead, more than 76 wounded as powerful #earthquake jolts parts of #Pakistan #GeoNews #AbidiCorner",Pakistan,Pakistan,0.0,Pakistan
36101,ID_1176474973550075904,#earthquake May Allah(SWT) save People a Severe Earthquake cause 50 wounds. AjK is badly Damage but due to mercy of Allah no one is died until so far.,AjK,,1.0, 
36109,ID_1176475273924993024,4 casualities reported since far bcz of #EarthQuake #Pakistan #Pujab,Pakistan Pujab,Pakistan P ##u ##ja,0.5,Pakistan Puja
36115,ID_1176475575923425280,"Horrible scenes from Mirpur Azad kashmir after earthquake rips open the earth one more time just like in 2005 earthquake when 150,000 people died in Pakistan. #Lahore #earthquake",Azad kashmir Lahore Mirpur Pakistan,Mir ##pur A ##zad ka ##sh ##mir Pakistan Lahore,0.4,Azad Lahore Mirpur Pakistan kashmir
36118,ID_1176475746191196160,Chairman @ndmapk tells #HumNews atleast 50 injured in Kashmir #Earthquake according to initial reports.,Kashmir,Kashmir,0.0,Kashmir
36119,ID_1176475761424904192,4 dead in Pakistan #earthquake confirmed by The State Disaster Management Authority (SDMA),Pakistan,Pakistan,0.0,Pakistan
36120,ID_1176475765279481856,Roads were cracked and houses were damaged in parts of #azadkashmir by this afternoon #earthquake that jolted #Pakistan and #India.? The intensity of the earthquake was reported at 6.1,India Pakistan azadkashmir,a ##zad ##kas ##hm ##ir Pakistan India,0.0,India Pakistan azadkashmir
36121,ID_1176475810410246144,"Video of damaged roads and infrastructure in #Mirpur, #AzadKashmir due to #earthquake",AzadKashmir Mirpur,Mir ##pur A ##zad ##K ##ash ##mir,0.0,AzadKashmir Mirpur
36123,ID_1176475947081641984,"#BREAKING One dead, several injured in 5.8 magnitude #earthquake near Jhelum, Reuters quotes government official",Jhelum,J ##hel ##um,0.0,Jhelum
36124,ID_1176475991558037504,"Severe earthquake in up country. Heavy damages in Mirpur AJK. A building collapsed, roads ripped apart, vehicles over turned 50 injured. Alarming news pouring in_______",AJK Mirpur,Mir ##pur AJ ##K,0.0,AJK Mirpur
36126,ID_1176476104896339968,A severe earthquake in Mirpur and Dinah has resulted in the death of 15 people and injured 155. Houses completely destroyed. Support teams of AJK and Pak Army have reached Mirpur. #earthquake,AJK Dinah Mirpur Pak,Mir ##pur Din ##ah AJ ##K Mir ##pur,0.25,AJK Dinah Mirpur
36127,ID_1176476107194998784,"100 injured, reportedly 4 lost their lives #earthquake",,,1.0, 
36133,ID_1176476407960088576,"#earthquake LIVE: Four killed, 50 injured as earthquake rattles AJK, Pakistan",AJK Pakistan,AJ ##K Pakistan,0.0,AJK Pakistan
36136,ID_1176476562239176704,"5.8 intensity earthquake results in buildings collapse and death of a child & 3 other people over 50 people hurt, infrastructure damaged mainly in AJ&K, this is an initial estimate there is possibility of more damage . Epicenter near Jhelum, Pakistan , 10 km depth. #Earthquake",AJ&K Jhelum Pakistan,AJ K J ##hel ##um Pakistan,0.3333333333333333,AJ Jhelum Pakistan
36138,ID_1176476651762475008,The damage in Mirpur AK. #earthquake #BreakingNews,AK Mirpur,Mir ##pur AK,0.0,AK Mirpur
36139,ID_1176476830674620416,5.8 magnitude #earthquake in Jehlum and Azad Kashmir Pakistan and touched even Delhi. 2 dead in mirpur more then 100 injured. Buildings down and road are completely damaged. #earthquake,Azad Kashmir Delhi Jehlum Pakistan mirpur,Je ##hl ##um A ##zad Kashmir Pakistan Delhi mi ##rp ##ur,0.3333333333333333,Azad Delhi Jehlum Kashmir Pakistan mirpur
36142,ID_1176476949406990336,RT @Anusha79328817: That was a massive earthquake.. 50 people injured and 1 died in azad kashmirὢ5.. Ya Allah reham farmaὤ7 #earthquake,azad kashmirὢ5,a ##zad,0.5,azad
36144,ID_1176476967903944704,The roof of #LuckyOne shopping mall collapsed after todays #KarachiRain #LuckyOne #Karachi #KarachiRains,Karachi KarachiRains,Karachi Karachi Karachi,0.5,Karachi
36145,ID_1176476975554289664,"#Earthquake Initial reports : Atleast 50 injured. Developing Story. Damage across #Mirpur , AJK & #Jhelum . #earthquake t",AJK Jhelum Mirpur,Mir ##pur AJ ##K J ##hel ##um,0.0,AJK Jhelum Mirpur
36149,ID_1176477084765569024,"A strong 5.8-magnitude #earthquake jolted Pakistans KP and Punjab side. The worst hit was Mirpur, Azad Kashmir, according to chief meteorologist Muhammad Riaz. At least 4 reported dead and 70 injured in AJK. Pakistan Army troops with aviation and medical support teams dispatched",AJK Azad Kashmir Mirpur Pakistan Punjab,##s Punjab Mir ##pur A ##zad Kashmir AJ ##K Pakistan,0.0,AJK Azad Kashmir Mirpur Pakistan Punjab
36152,ID_1176477146530951168,Many houses are expected to have partial damage. #Earthquake,,,1.0, 
36153,ID_1176477155703820288,After the Earthquake of 5.8 there is an advisory for the public by the National Disaster Management Authority for aftershocks”. Precautionary measures need to be taken to avoid any loss of life or damage to property. #Kashmir #Pakistan #earthquake,Kashmir Pakistan,Kashmir Pakistan,0.0,Kashmir Pakistan
36154,ID_1176477162418970624,Yes talked to my family in mirpur and Jhelum - road has been completely destroyed,Jhelum mirpur,mi ##rp ##ur J ##hel ##um,0.0,Jhelum mirpur
36155,ID_1176477238608453632,Sorry For My Previous Troll On #Pakistan in the #earthquake 5 people died and 50 were injured. Hope now everyone is staying safe. WE PRAY FOR EVERYONE TO BE SAFE.,Pakistan,Pakistan,0.0,Pakistan
36157,ID_1176477369885962240,Seen a video of two dead bodies. I hope no more casualties. #earthquake #MirpurAJK,MirpurAJK,Mir ##pur ##A ##J ##K,0.0,MirpurAJK
36160,ID_1176477474173181952,National Disaster Managemnet Authority Islamabad issues a warning letter in the wake of todays earthquake. #earthquake,Islamabad,Islam ##abad,0.0,Islamabad
36165,ID_1176478050558664704,Four dead and more than 76 wounded in #earthquake. COAS General Qamar Bajwa directed army troops to participate in rescue activities in Azad Jammu and Kashmir and other affected areas. #ISPR #DGISPR #Islamabad #tremors #BreakingNews #Pakistan #PakistanArmy,Azad Jammu Pakistan,A ##zad Jammu Kashmir Islam ##abad Pakistan,0.6666666666666666,Azad Islamabad Jammu Kashmir Pakistan
36166,ID_1176478058817216512,RT @SaqibIslam: Visuals from Earthquake in Pakistan . massive infrastructure damage. #Pakistan,Pakistan,Pakistan Pakistan,0.0,Pakistan
36169,ID_1176478380084080640,Authorities confirmed four deaths in todays #earthquake at #Mirlpur.,Mirlpur,Mir ##l ##pur,0.0,Mirlpur
36170,ID_1176478390985076736,3 People Dead 100+ Injured #YaAllah #Reham #earthquake #mirpurazadkashmir #jhelum,jhelum mirpurazadkashmir,mi ##rp ##ura ##zad ##kas ##hm ##ir j ##hel ##um,0.0,jhelum mirpurazadkashmir
36173,ID_1176478515618897920,"RT @thenews_intl: One dead, 50 injured as 5.8-magnitude #earthquake shakes parts of #Pakistan Read more:  #TheNews",Pakistan,Pakistan,0.0,Pakistan
36174,ID_1176478674708815872,"Several cities in #Pakistan have been jolted with an #earthquake, wounding dozens.",Pakistan,Pakistan,0.0,Pakistan
36179,ID_1176478740790034432,6.1 magnitude quake rocks parts of Pakistan. Prayers for the earliest recovery of injured. Hope the damage is not colossal. #earthquake,Pakistan,Pakistan,0.0,Pakistan
36186,ID_1176479005333176320,COAS directs immediate rescue operation in aid of civil administration for victims of earthquake in #AJK. #Army troops with #aviation and #MedicalSupport teams dispatched. #APPNews #earthquake #Kashmir #Mirpur,AJK Kashmir Mirpur,AJ ##K Kashmir Mir ##pur,0.0,AJK Kashmir Mirpur
36188,ID_1176479046672224256,Road split after horrible earthquake ὣ1 Allah save us please ὤFὢD #earthquake #azadkashmir #Pakistan,Pakistan,a ##zad ##kas ##hm ##ir Pakistan,1.0,Pakistan azadkashmir
36192,ID_1176479290680074240,Pakistan Army and Airborne Units dispatched to help the ppl affected by the #earthquake,Pakistan,Pakistan,0.0,Pakistan
36195,ID_1176479390798008320,RT @AbdulM0eed: More devastating views coming from AJK. More than 100 injured so far. #earthquake,AJK,AJ ##K,0.0,AJK
36198,ID_1176479618792075264,"As #earthquakes with 5.8 magnitude jolts parts of #Pakistan, a building collapsed in #Mirpur #azadkashmir, leaving 50 persons so far wounded.",Mirpur Pakistan azadkashmir,Pakistan Mir ##pur a ##zad ##kas ##hm ##ir,0.0,Mirpur Pakistan azadkashmir
36200,ID_1176479679697620992,"What to do after an #earthquake Expect aftershocks after the main quake. Aftershocks can cause building damage and falling debris that could injure you, so be aware. Drive carefully and plan alternative routes. Be careful of traffic light outages.",,,1.0, 
36203,ID_1176479921310457856,"RT @ibrownlad: my dad is there nowalthough not affected but a few miles away, reports of 10-12 dead and ~100 injured.",,,1.0, 
36206,ID_1176480037572423680,"24-Sep-2013 @ 4:30 pm A magnitude 7.7 #earthquake struck western #Pakistan. Death toll was at least 350, mostly in the Baluchistan province. Six years later, Same day, Around the same time, It happened again. That is some coincidence",Baluchistan Pakistan,Pakistan Ba ##lu ##chi ##stan,0.0,Baluchistan Pakistan
36207,ID_1176480055905665024,"As per NDMA, there are are likely chances of aftershocks in the next 24 hours. Take precautionary measures. Stay safe everyone!!! #earthquake",,,1.0, 
36208,ID_1176480103687184384,Whether its pok ir iok! Show some maturity man we should pray for the departed souls more than 100 are injured and 4 are dead already i can see some indians laughing on us yaad rkhna Khuda dekhrha time tumhara bhi ana hai #earthquake,,,1.0, 
36210,ID_1176480150445318144,RT @MurtazaViews: Massive damage to properties in vast areas of mirpur #earthquake,mirpur,mi ##rp ##ur,0.0,mirpur
36212,ID_1176480199103434752,"Many roads are damaged in Mirpur after deadly #earthquake, now to avoid any delays only option left with our Pak Army is to airdrop 500 fighters in #Kashmir. I request Pak govt to immediately repair those roads as travelling on road is much cheaper than airdropping mujhahids.",Kashmir Mirpur,Mir ##pur Kashmir,0.0,Kashmir Mirpur
36214,ID_1176480285380268032,4 dead and 100 injured as strong earthquake jolted major areas of #Punjab #Kashmir and #KP  2 main bridges have collapsed.. Ya Allah please keep everyone safe this is the clipping from #AzadKashmir .. #earthquake #earthquakeinPakistan #justin #catastrophe,,Punjab Kashmir A ##zad ##K ##ash ##mir,3.0,AzadKashmir Kashmir Punjab
36216,ID_1176480316338388992,"Here in Azad Kashmir our Army and people are there to rescue. My Heart is wrenching what will be happening in IOK, 50 days of curfew and now Earthquake. یا اللہ رحم فرما۔۔ #earthquake",Azad Kashmir,A ##zad Kashmir,0.0,Azad Kashmir
36220,ID_1176480481124265984,"Breaking: Due to #Earthquake, Emergency is declared in AKJ Hospitals. PAK Army on its way to start the Rescue operation in Mirpur, AJK",AJK AKJ Mirpur,AK ##J Mir ##pur AJ ##K,0.0,AJK AKJ Mirpur
36221,ID_1176480481451417600,Road Damage at Mirpur Near Jaatlaan Canal Azad Kashmir Due To earth Quake #earthquake,Azad Kashmir Jaatlaan Canal Mirpur,Mir ##pur J ##aa ##tl ##aan A ##zad Kashmir,0.4,Azad Jaatlaan Kashmir Mirpur
36224,ID_1176480544680546304,Massive #earthquake alert! Hoping for lesser damages and that everyone is safe.. It’s High time we start taking our Mother Earth serious before it’s too low.. #HowDareYou,,,1.0, 
36233,ID_1176481013343670272,"strong 5.8 magnitude #earthquake jolted Islamabad and northern parts of the country. epicenter is 10 km deep near Jhelum, many people injured, four deaths confirms #MirPur",Islamabad Jhelum MirPur,Islam ##abad J ##hel ##um Mir ##P ##ur,0.0,Islamabad Jhelum MirPur
36235,ID_1176481333121622016,At least six persons have died and over 100 others injured in Mirpur district as a result of the #earthquake. Dead bodies have been shifted to the mortuary of Div HQ Hospital Mirpur. Rescue operation continues #Azad_Kashmir,Azad_Kashmir Mirpur,Mir ##pur Mir ##pur A ##zad _ Kashmir,1.0,Azad Kashmir Mirpur
36237,ID_1176481377451151360,"ALLAH SABKOU APNE HIFZ O AMAAN MEIN REKHE AMEEN. Be Careful everyone take safety precautions and avoid going out in northen areas, stay in safe places there. #earthquake #staysafe",,,1.0, 
36241,ID_1176481676345712640,"More than 100 injured, several died in #Mirpur according to local journalists. #earthquake #MirpurEarthquake @imehreen @javerias @zara_ansari @munirahmedap @AdilabbasiAry",Mirpur,Mir ##pur j,0.0,Mirpur
36244,ID_1176481883766566912,RT @khaleejtimes: #BREAKING: #Pakistan army launch rescue operation in quake-hit areas,Pakistan,Pakistan,0.0,Pakistan
36248,ID_1176482124662099968,"Its getting dark, and people might be stranded in areas affected by the #earthquake. I urge authorities to play their due part and start the rescue activities asap @ndmapk",,,1.0, 
36249,ID_1176482230891425792,Mangla.river Towards  there that happend.very.badly 75people.r injured 4died #EARTHQUAKE,,,1.0, 
36253,ID_1176482416048902144,#COAS orders #troops to participate in #earthquake rescue activities - SUCH TV,,,1.0, 
36257,ID_1176482556470091776,"Alhamdullilah! My family is safe, but panic in Kashmir due to communication blockade. Reports of property damage is true but no casualty sofar. Prayers for all! #earthquake",Kashmir,Kashmir,0.0,Kashmir
36260,ID_1176482943788834816,RT @Me_AbdulR: No damage to the Mangla Dam but sadly 100 people are injured & more than 4 people died. #earthquake #Pakistan /,Mangla Dam Pakistan,Man ##g ##la Dam Pakistan,0.6666666666666666,Dam Mangla Pakistan
36265,ID_1176483668245831680,5 dead & over 100 injured. #Earthquake #Mirpur #AJK #StaySafe,Mirpur,Mir ##pur AJ ##K,1.0,AJK Mirpur
36266,ID_1176483716815888384,"The most damage is in areas between Jhelum and Mirpur, said the chief of Pakistans National Disaster Management Authority, Lieutenant General Mohammad Afzal. So far we have reports of the death of a girl child and injuries to nearly 50 people. #earthquake",Jhelum Mirpur,J ##hel ##um Mir ##pur ##s,0.5,Jhelum Mirpurs
36272,ID_1176483924144480256,RT @sidk24: 6.1 magnitude ALLAH reham Farmaye Ameen Stay Safe Everyone ὤF #earthquake,,,1.0, 
36277,ID_1176484207658491904,Earthquake .. #azadkashmir #Pakistan,Pakistan azadkashmir,a ##zad ##kas ##hm ##ir Pakistan,0.0,Pakistan azadkashmir
36278,ID_1176484234145480704,Some more pics from #earthquake hit areas of Jatlan and Khari in Mirpur. 5 dead and more than 100 are reported to be injured.,Jatlan Khari Mirpur,J ##at ##lan K ##hari Mir ##pur,0.0,Jatlan Khari Mirpur
36283,ID_1176484523976142848,"Damage due to #earthquake in Azad #Kashmir, #Bhimber and #Mirpur areas",Azad Bhimber Kashmir Mirpur,A ##zad Kashmir B ##him ##ber Mir ##pur,0.0,Azad Bhimber Kashmir Mirpur
36284,ID_1176484578091053056,Hospital of Azad Kashmir destroyed by Earth Quake #prayforpakistan #prayforkashmir #kashmir #azadkashmir #mirpur #earthquake #earthquakeinpakistan,Azad Kashmir azadkashmir kashmir mirpur,A ##zad Kashmir ka ##sh ##mir a ##zad ##kas ##hm ##ir mi ##rp ##ur,0.0,Azad Kashmir azadkashmir kashmir mirpur
36286,ID_1176484662249697280,"Earth in Mirpur, Kashmir & Ajk, 100 people were injuired & 5 Dead. #earthquake",Ajk Kashmir Mirpur,Mir ##pur Kashmir A ##jk,0.0,Ajk Kashmir Mirpur
36289,ID_1176484956408885248,"General Qamar Javed Bajwa has directed army to launch a rescue operation in the valley, Major General Asif Ghafoor said. The soldiers with aviation and medical support teams have been dispatched, he added. #earthquake",valley,,1.0, 
36301,ID_1176485736067022848,"Earthquake in Lahore, Islamabad, Peshawar and other cities. The estimated magnitude of earthquake was 6.1 Duration was 20 seconds. O Allah help us and forgive us .aameen #earthquake",Islamabad Lahore Peshawar,Lahore Islam ##abad P ##esh ##awa ##r,0.0,Islamabad Lahore Peshawar
36304,ID_1176486012383612928,The people of occupied Kashmir are already facing a lot of challenges and no body knows whether they are affected by the #earthquake or not due to communication blackout.,Kashmir,Kashmir,0.0,Kashmir
36305,ID_1176486016338800640,Army Chief directs immediate rescue operation in aid of civil administration for victims of #earthquake in Azad Kashmir,,A ##zad Kashmir,2.0,Azad Kashmir
36306,ID_1176486032201719808,"ὓ8Rescue Emergency has been declared in Azad Kashmir & District Jhelum. ὓ8 Swift response by Pak Army Aviation, Medical Corps, and Soldiers on ground. ὓ8 National & Provincial Disaster Management Authorities are into it. ὓ8 Volunteers are mobilized on ground. #earthquake",Azad Kashmir Jhelum,A ##zad Kashmir J ##hel ##um,0.6666666666666666,Azad Jhelum Kashmir
36307,ID_1176486046441332736,"You can find out overall situation in Azad Kashmir in terms of damage & injuries but u cannot find anything abt prevailing situation,damage & injuries in beseiged #Kashmir due to lockdown/clampdown by Delhi. No mobile services no internet but only Indian lies working #earthquake",Azad Kashmir Delhi Kashmir,A ##zad Kashmir Kashmir Delhi,0.25,Azad Delhi Kashmir
36308,ID_1176486086228566016,"#earthquake of 5.8 magnitude S shook different parts of Azad Jammu and Kashmir (AJK) to subs of Lahore ,which claimed at least two lives and 100 left injured so far #PrayForPakistan #Mirpur #AzadKashmir #Islamabad #Lahore",Azad Jammu and Kashmir Islamabad Lahore Mirpur,A ##zad Jammu and Kashmir AJ ##K Lahore Mir ##pur A ##zad ##K ##ash ##mir Islam ##abad Lahore,0.8571428571428571,AJK Azad AzadKashmir Islamabad Jammu Kashmir Lahore Mirpur and
36310,ID_1176486207724949504,Army troops with aviation and medical support teams have been dispatched to the affected sites  #earthquake,,,1.0, 
36313,ID_1176486273638383616,RT @nailainayat: The damaged Jatlan road in Mirpur. #earthquake,Jatlan Mirpur,J ##at ##lan Mir ##pur,0.0,Jatlan Mirpur
36316,ID_1176486449669136384,Army Chief orders troops to participate in earthquake rescue activities. #pakistan,pakistan,p ##aki,1.0,paki
