tweet_id,text,location_mentions,text_transformed
ID_1176595417083109376,earthquake ALLAH KARIM ALLAHU AKBAR so much damage and once again in same areas as of 2005 earthquake.,,earthquake allah karim allahu akbar so much damage and once again in same area as of 2005 earthquake
ID_1176782778236571648,"This earthquake has brought back the painful memories of the magnitude 7.6 earthquake that struck the same region in October 2005 and left more than 75,000 people dead and hundreds of thousands homeless.  earthquake",AzadKashmir=>CITY,this earthquake have bring back the painful memory of the magnitude 7.6 earthquake that strike the same region in october 2005 and leave more than 75000 person dead and hundred of thousand homeless earthquake
ID_1176629064670560256,More than 20 people died in Mirpur after a powerful earthquake jolted Azad Kashmir. Prayers for the departed souls. Wishing the injured a speedy recovery. May Allah protect Pakistan from natural calamities of all sorts. Ameen,Mirpur=>CITY * Azad Kashmir=>STATE * Pakistan=>COUNTRY,more than 20 person die in mirpur after a powerful earthquake jolt azad kashmir prayer for the depart soul wish the injure a speedy recovery may allah protect pakistan from natural calamity of all sort ameen
ID_1176870479497445376,"Dengue claims one more life in Karachi, raising death toll to 11. pakistan",pakistan=>COUNTRY,dengue claim one more life in karachi raise death toll to 11 lakistan
ID_1176761436904861696,The Prime Minister expressed disappointment on the role of international community for not providing relief to eight million people under siege Details:  ARYNews Karachi Pakistan News,Karachi=>CITY * Pakistan=>COUNTRY,the prime minister express disappointment on the role of international community for not provide relief to eight million person under siege detail arynews karachi pakistan news
ID_1176473399071334400,Huge Earthquack in AJK. Rescue operations started. Pakistan,AJK=>STATE * Pakistan=>COUNTRY,huge earthquack in ajk rescue operation start pakistan
ID_1176515611297533952,"RT : A fellow updated, Building collapsed in Mirpur. 50 are injured. earthquake",Mirpur=>CITY,rt a fellow update building collapse in mirpur. 50 be injure earthquake
ID_1176489970204364801,"5.8 magnitude earthquake shakes Pakistan, widespread damage reported in Azad Kashmir Earthquake Pakistan  Islamabad Rawalpindi Peshawar Lahore",Pakistan=>COUNTRY * Azad Kashmir=>STATE * Pakistan=>COUNTRY * Islamabad=>CITY * Rawalpindi=>CITY * Peshawar=>CITY * Lahore=>CITY,5.8 magnitude earthquake shake pakistan widespread damage report in azad kashmir earthquake pakistan islamabad rawalpindi peshawar lahore
ID_1176545626764578817,"There are reports coming that many people have died and injured due to the earthquake. Here Firdous Ashiq Awan is casually making jokes on earthquake and saying absurd things like  Zalzala tabdeeli ki nishani hai, I mean WTH.",,there be report come that many person have die and injure due to the earthquake here firdous ashiq awan be casually make joke on earthquake and say absurd thing like zalzala tabdeeli ki nishani hai i mean wth
ID_1176892053881597952,"Fresh updates: Pakistan earthquake death toll rises to 37, over 500 injured",Pakistan=>COUNTRY,fresh update pakistan earthquake death toll rise to 37 over 500 injure
ID_1176781641135644672,"Contrary to reports circulating on social media n some TV channels, the death toll in earthquake is 26 n the injured are over 500, according to DC Mirpur Qaisar Aurangzeb",Mirpur=>CITY * Qaisar=>CITY * Aurangzeb=>CITY,contrary to report circulate on social media and some tv channel the death toll in earthquake be 26 and the injure be over 500 accord to dc mirpur qaisar aurangzeb
ID_1176763171371192320,Shadab Khan Came Out to Help People Affected by Earthquake. He donated all of his match fees from  series to the people affected by earthquake. He also urged all to help the people in need.,,shadab khan come out to help person affect by earthquake he donate all of his match fee from series to the person affect by earthquake he also urge all to help the person in need
ID_1177073246040199168,Your donations can help countless families in desperate need as a result of the devastating Pakistan Earthquake. Donate Now:,Pakistan=>COUNTRY,your donation can help countless family in desperate need as a result of the devastating pakistan earthquake donate now
ID_1176468270209282049,Thank you  for always standing with your people and providing aid to civil administration in every tragedy and natural disaster . earthquake,,thank you for always stand with your person and provide aid to civil administration in every tragedy and natural disaster earthquake
ID_1176498267552649216,Most important thing right now are the people trapped under the rubble. Their lives depend on the efforts of the rescuers outside. Remember the 13 year old Sadiq made his way out of Margalla towers rubble after 3 days. earthquake,Margalla=>NATURAL POINT-OF-INTEREST,most important thing right now be the person trap under the rubble their life depend on the effort of the rescuer outside remember the 13 year old sadiq make his way out of margalla tower rubble after 3 day earthquake
ID_1176538091588345856,RT : 19 confirmed dead in Mirpur Earthquake so far. SSP Raja Irfan Saleem,Mirpur=>CITY,rt 19 confirm dead in mirpur earthquake so far ssp raja irfan saleem
ID_1176519671979413505,"RT : 19 killed, hundreds injured as massive earthquake rocked Mirpur area of Azad Kashmir  .",Mirpur=>CITY * Azad Kashmir=>STATE,rt 19 kill hundred injure as massive earthquake rock mirpur area of azad kashmir
ID_1176515011671404550,This is the best way to Thank Allah Almighty for all the blessings He is giving you! All the Pakistani squad should donate for affected people! God bless you! Live long!,Pakistani=>COUNTRY,this be the good way to thank allah almighty for all the blessing he be give you ! all the pakistani squad should donate for affect person ! god bless you ! live long !
ID_1176519975969939461,"RT : Mirpur earthquake blood donation available for ones in need, please see contact numbers:",Mirpur=>CITY,rt mirpur earthquake blood donation available for one in need please see contact number
ID_1176467958228500481,17 people have been died in mir pur Kashmir. May ALMIGHTY give sabar to the families earthquake,Kashmir=>CITY,17 person have be die in mir pur kashmir may almighty give sabar to the family earthquake
ID_1176499755683319808,CM Punjab says he directed the concern authorities to dispatch rescue teams to Mirpur AJK for relief and rescue operations. Pakistan army rescue and medical teams already arrived in the effected areas earthquake Pakistan,Mirpur=>CITY * Pakistan=>COUNTRY * Pakistan=>COUNTRY,cm punjab say he direct the concern authority to dispatch rescue team to mirpur ajk for relief and rescue operation pakistan army rescue and medical team already arrive in the effect area earthquake pakistan
ID_1176516486426497026,Will be focus on rescue operations for next two days says Chairman NDMA earthquake,,will be focus on rescue operation for next two day say chairman ndma earthquake
ID_1176598027886374912,"RT : Army Soldier Among 22 Killed, 160 Injured In AJK Quake ISPR Earthquake",AJK=>CITY,rt army soldier among 22 kill 160 injured in ajk quake ispr earthquake
ID_1176475273924993024,4 casualities reported since far bcz of  Pakistan Pujab,Pakistan=>COUNTRY * Pujab=>CITY,4 casuality report since far bcz of pakistan pujab
ID_1176498006931202049,19 deaths and 300 injured earthquake,,19 death and 300 injure earthquake
ID_1176736914025529344,Rescue earthquake victims in  Kashmir after  ISPR COAS Darbar Kashmir,MirpurAzadKashmir=>CITY * Kashmir=>STATE * Darbar=>CITY * Kashmir=>STATE,rescue earthquake victim in kashmir after ispr coas darbar kashmir
ID_1176572712623517702,"RT : 19 dead, 300+ injured as powerful quake jolts Pakistan",Pakistan=>COUNTRY,rt 19 dead 300 + injure as powerful quake jolt pakistan
ID_1176478058817216513,RT : Visuals from Earthquake in Pakistan . massive infrastructure damage. Pakistan,Pakistan=>COUNTRY * Pakistan=>COUNTRY,rt visual from earthquake in pakistan massive infrastructure damage pakistan
ID_1176907361451216896,"What a country what a love, what a passion what a response, National Radio Volunteers of Pakistan generously participating in earthquake relief activities PARS Mirpur",Pakistan=>COUNTRY * Mirpur=>CITY,what a country what a love what a passion what a response national radio volunteer of pakistan generously participate in earthquake relief activity pars mirpur
ID_1176516212869799936,earthquake Brave people of Azad Kashmir should help the people of Mirpur,Azad Kashmir=>CITY * Mirpur=>CITY,earthquake brave person of azad kashmir should help the person of mirpur
ID_1176556271639715841,RT : ALERT: Blood donors from Azad Kashmir region are requested to arrive Govt hospital immediately. earthquake /,Azad Kashmir=>STATE,rt alert blood donor from azad kashmir region be request to arrive govt hospital immediately earthquake /
ID_1176556695381782530,LATEST: Details of Earthquake victims. Names of those who lost their lives so far. Number of injured. Source: Mirpur Police,Mirpur=>CITY,latest detail of earthquake victim name of that who lose their life so far number of injure source mirpur police
ID_1176801339109781506,RT : Increse deaths toll 30 deaths and 450 injured duo to Powerful Earthquake in Mirpur Pakistan Administered Kashmir http,Mirpur=>CITY * Pakistan=>COUNTRY * Kashmir=>CITY,rt increse death toll 30 death and 450 injure duo to powerful earthquake in mirpur pakistan administer kashmir http
ID_1176514217492525057,From what Ive seen so far - this current Earthquake in Pakistan Tuesday Sep 24 - is Serious4Many in vicinity and needs help - advices - free Aid - Edhi type volunteer drivers - First Aid - as well as prayer by all who Believe !! Take care driving too. Do not rush unwisely.,Pakistan=>COUNTRY,from what i have see so far this current earthquake in pakistan tuesday sep 24 be serious4 many in vicinity and need help advice free aid edhi type volunteer driver first aid as well as prayer by all who believe !! take care driving too do not rush unwisely
ID_1176487346633609217,"EARTH QUAKE REPORTED FROM ISLAMABAD, LAHORE, RAWALPINDI, PESHAWER, SIALKOT, GUJRAAT AND ADJOINING NORTHERN AREA OF PAKISTAN. earthquake",ISLAMABAD=>CITY * LAHORE=>CITY * RAWALPINDI=>CITY * PESHAWER=>CITY * SIALKOT=>CITY * GUJRAAT=>CITY * PAKISTAN=>COUNTRY,earth quake report from islamabad lahore rawalpindi peshawer sialkot gujraat and adjoining northern area of pakistan earthquake
ID_1176783813566971904,RT : Any rescue efforts being done for earthquake survivors in Islamabad/Peshawar?,Islamabad=>CITY * Peshawar=>CITY,rt any rescue effort be do for earthquake survivor in islamabad / peshawar ?
ID_1176556639022960640,"Update: The death toll from todays Earthquake in Pakistans Kashmir has risen to 21, NDMA confirms. At least 452 injured are being treated at various hospitals.",Pakistans=>COUNTRY * Kashmir=>CITY,update the death toll from todays earthquake in pakistan kashmir have rise to 21 ndma confirm at least 452 injure be be treat at various hospital
ID_1176810322965008384,Pakistan army officials tell me the damage is contained within a 10-15 km radius and rescue work is complete. The priority right now is restoring power from Mangla and repairing damage to this main road and bridges. earthquake,Pakistan=>COUNTRY * Mangla=>CITY,pakistan army official tell i the damage be contain within a 10 15 kilometer radius and rescue work be complete the priority right now be restore power from mangla and repair damage to this main road and bridge earthquake
ID_1176483716815888384,"The most damage is in areas between Jhelum and Mirpur, said the chief of Pakistans National Disaster Management Authority, Lieutenant General Mohammad Afzal. So far we have reports of the death of a girl child and injuries to nearly 50 people. earthquake",Jhelum=>CITY * Mirpur=>CITY,the most damage be in area between jhelum and mirpur say the chief of pakistan national disaster management authority lieutenant general mohammad afzal so far we have report of the death of a girl child and injury to nearly 50 person earthquake
ID_1176545573752754178,"RT : 5.8-magnitude quake kills 19, injures hundreds in Pakistan  earthquake",Pakistan=>COUNTRY,rt 5.8 magnitude quake kill 19 injure hundred in pakistan earthquake
ID_1176482943788834816,RT : No damage to the Mangla Dam but sadly 100 people are injured & more than 4 people died. earthquake Pakistan /,Mangla Dam=>NATURAL POINT-OF-INTEREST * Pakistan=>COUNTRY,rt no damage to the mangla dam but sadly 100 person be injure & more than 4 person die earthquake pakistan /
ID_1176705407257104391,Pakistan authorities now confirm that 19 have been killed and over 300 injured in Pakistani-administered Kashmir. So heartbreaking and distressing. I urge you all to pray sincerely for the people of Kashmir. Theyve suffered far too much. Earthquake,Pakistan=>COUNTRY * Kashmir=>CITY * Kashmir=>CITY,pakistan authority now confirm that 19 have be kill and over 300 injure in pakistani administer kashmir so heartbreaking and distressing i urge you all to pray sincerely for the person of kashmir they have suffer far too much earthquake
ID_1176507091969855490,19 dead over 300+ injured in earthquake 25D Ya Allah rehm ker dy..FFFF earthquake,,19 dead over 300 + injure in earthquake 25d you allah rehm ker dy .. ffff earthquake
ID_1176507658590916608,"Breaking Injured are being shifted to hospitals, Says, minister state for disaster management, Raza Qadri. Read here:  earthquake",,break injure be be shift to hospital say minister state for disaster management raza qadri read here earthquake
ID_1176489167951413249,"Earthquake : Four Dead 76 Injured, Infrastructure Damaged via   Earthquake Update Latest Pakistan Mirpur  AJK Punjab Islamabad INCPAK",Pakistan=>COUNTRY * Mirpur=>CITY * AzadKashmir=>CITY * AJK=>CITY * Punjab=>STATE * Islamabad=>CITY,earthquake four dead 76 injure infrastructure damage via earthquake update late pakistan mirpur ajk punjab islamabad incpak
ID_1176490852144812034,lot of damage in mirpur but worse in a village near mirpur called jatlan. [2/2] earthquake Pakistan  kashmir,mirpur=>CITY * mirpur=>CITY * Pakistan=>COUNTRY * kashmir=>STATE,lot of damage in mirpur but bad in a village near mirpur call jatlan [ 2/ 2 ] earthquake pakistan kashmir
ID_1176915947069812737,"Quake death toll rises to 37, relief activities in full swing: DC APPNews Earthquake  Mirpur AJK   via APP",Mirpur=>CITY * AJK=>STATE,quake death toll rise to 37 relief activity in full swing dc appnews earthquake mirpur ajk via app
ID_1176475746191196165,Chairman  tells  atleast 50 injured in Kashmir Earthquake according to initial reports.,Kashmir=>CITY,chairman tell atleast 50 injure in kashmir earthquake accord to initial report
ID_1176908975444496385,"A PARS EARS team reached earthquake hit areas last night and distributed food and edibles to local residents, total PARS teams present in area are 2 teams one on S&R and other for humanitarian aid 3rd team moving tonight shall establish a Com Link base",,a pars ears team reach earthquake hit area last night and distribute food and edible to local resident total pars team present in area be 2 team one on s&r and other for humanitarian aid 3rd team move tonight shall establish a com link base
ID_1176474015692722178,Massive destruction in Azad_Kashmir due to Strong Earthquake as Rescue and Relief Service started immediately by Pakistan_Army and Local Administration.,Azad_Kashmir=>CITY,massive destruction in azad_kashmir due to strong earthquake as rescue and relief service start immediately by pakistan_army and local administration
ID_1177119896687300608,"Breaking: Earthquake in Mirpur, Jehlum, Islamabad, Lahore & surroundings (it could be a aftershocks)  earthquake",Mirpur=>CITY * Jehlum=>CITY * Islamabad=>CITY * Lahore=>CITY,break earthquake in mirpur jehlum islamabad lahore & surroundings ( it could be a aftershock ) earthquake
ID_1176758079653892096,Several injured after bomb hits police bus in southern Turkey Pakistan Karachi Lahore Islamabad Daily,Turkey=>COUNTRY * Pakistan=>COUNTRY * Karachi=>CITY * Lahore=>CITY * Islamabad=>CITY,several injure after bomb hit police bus in southern turkey pakistan karachi lahore islamabad daily
ID_1176481333121622016,At least six persons have died and over 100 others injured in Mirpur district as a result of the earthquake. Dead bodies have been shifted to the mortuary of Div HQ Hospital Mirpur. Rescue operation continues Azad_Kashmir,Mirpur=>DISTRICT * Mirpur=>CITY * Azad_Kashmir=>STATE,at least six person have die and over 100 other injure in mirpur district as a result of the earthquake dead body have be shift to the mortuary of div hq hospital mirpur rescue operation continue azad_kashmir
ID_1176767351653580800,Social media is shit and disgusting medium . she wasnt aware about the damage and destruction . am not taking her side about her statement but at least use your tiny brains see the background and scenario of the issue Duniya kahan ponch gai hm kis level mn phansy huy,Duniya kahan=>CITY,social media be shit and disgusting medium she be not aware about the damage and destruction be not take her side about her statement but at least use your tiny brain see the background and scenario of the issue duniya kahan ponch gai hm kis level mn phansy huy
ID_1176559642350145536,appreciated and this is the one of the best way to help our people. I request to everyone try to help our brothers and sisters who are affected in earthquake,,appreciate and this be the one of the good way to help our person i request to everyone try to help our brother and sister who be affect in earthquake
ID_1176501846074175495,RT : Many pictures of road damage following M5.9 earthquake in Pakistan,Pakistan=>COUNTRY,rt many picture of road damage follow m5.9 earthquake in pakistan
ID_1176477238608453634,Sorry For My Previous Troll On Pakistan in the earthquake 5 people died and 50 were injured. Hope now everyone is staying safe. WE PRAY FOR EVERYONE TO BE SAFE.,Pakistan=>COUNTRY,sorry for my previous troll on pakistan in the earthquake 5 person die and 50 be injure hope now everyone be stay safe we pray for everyone to be safe
ID_1176468519145394178,"RT : Pakistan after Magnitude 5.8 Earthquake Emergency declared in Azad Kashmir Road in Mirpur, AJK",Pakistan=>COUNTRY * Azad Kashmir=>CITY * Mirpur=>CITY * AJK=>STATE,rt pakistan after magnitude 5.8 earthquake emergency declare in azad kashmir road in mirpur ajk
ID_1176844810357006336,Death toll from Pakistan earthquake rises to 37 - local official. pakistan,Pakistan=>COUNTRY * pakistan=>COUNTRY,death toll from pakistan earthquake rise to 37 local official lakistan
ID_1176465712635944960,Earthquake Destroyed road near  : Reports,MirPur=>CITY,earthquake destroy road near report
ID_1176525251821408257,"At least 19 people were killed, over 300 injured in Kashmir Earthquake and PM Imran Khans adviser on information and broadcasting is cracking jokes.",Kashmir=>CITY,at least 19 person be kill over 300 injure in kashmir earthquake and p.m. imran khans adviser on information and broadcasting be crack joke
ID_1176523073442504705,RT : Roger Sir: As weve sworn to rescue and defend the People of mother land. earthquake Pakistan  .,Pakistan=>COUNTRY,rt roger sir as weve swear to rescue and defend the people of mother land earthquake pakistan
ID_1176501558755909632,Update Army aviation helicopters have completed aerial recceonince for damage assessments. earthquake Pakistan,Pakistan=>COUNTRY,update army aviation helicopter have complete aerial recceonince for damage assessment earthquake pakistan
ID_1176465598651469825,Road broke down due to earthquake near Sarai alamgir.,Sarai alamgir=>CITY,road break down due to earthquake near sarai alamgir
ID_1176494637097410564,"Hameed Ullah, student of student of Software Engineering Department 8th Semester at Mirpur University Of Science and Technology (MUST) Jumped from Hostel upper floor to rescue his life during earth quake has died. May his soul RIPDD earthquake",Mirpur=>CITY,hameed ullah student of student of software engineering department 8th semester at mirpur university of science and technology ( must ) jump from hostel upper floor to rescue his life during earth quake have die may his soul ripdd earthquake
ID_1176519329271242759,Truly shameful. Look how happy shes looking over a disaster thats killed so many ppl.,,truly shameful look how happy she look over a disaster thats kill so many people
ID_1176499178349969413,There is no electricity is the affected area and phones will die fast. I hope you can contact your loved ones and tell them to preserve whatever they can as I have in this great chaos and panic everywhere. Everyone is on edge. Pray for the victims. earthquake,,there be no electricity be the affect area and phone will die fast i hope you can contact your love one and tell they to preserve whatever they can as i have in this great chaos and panic everywhere everyone be on edge pray for the victim earthquake
ID_1176584482394116098,"A powerful earthquake of magnitude 5.8 shook Pakistan-administered Kashmir and other areas in the eastern Punjab province on Tuesday, killing at least 22 people and injuring around 300 while rescue operations get underway, officials said",Pakistan=>COUNTRY * Kashmir=>CITY * Punjab=>CITY,a powerful earthquake of magnitude 5.8 shake pakistan administer kashmir and other area in the eastern punjab province on tuesday kill at least 22 person and injure around 300 while rescue operation get underway official say
ID_1176467260438978561,Jatla Mirpur. Roads Damaged Because Of Earthquake.Ya Allah Khair. earthquake,Jatla Mirpur=>CITY,jatla mirpur road damage because of earthquake you allah khair earthquake
ID_1176502050177372162,"Injuries reported after 6.3 earthquake hit along Pakistan-India border. Reportedly, Azad Jammu and Kashmir are badly effected, as well as Indian occupied Kashmir but no news coming out due to communication blackout imposed by India. 4 died, 50 injured",Pakistan=>COUNTRY * Azad=>CITY * Jammu=>CITY * Kashmir=>CITY * Kashmir=>CITY * India=>COUNTRY,injury report after 6.3 earthquake hit along pakistan india border reportedly azad jammu and kashmir be badly effect as well as indian occupy kashmir but no news come out due to communication blackout impose by india 4 die 50 injure
ID_1176467265560227853,earthquake Mirpur   took immediate action sent army medical teams under emergency situation.,Mirpur=>CITY * AzadKashmir=>CITY,earthquake mirpur take immediate action send army medical team under emergency situation
ID_1176495140397035521,"At least five people were reportedly killed and more than 100 injured in a 5.8-magnitude earthquake that struck eastern Pakistan and was felt in the capital, Islamabad, and several other cities. via",Pakistan=>COUNTRY * Islamabad=>CITY,at least five person be reportedly kill and more than 100 injure in a 5.8 magnitude earthquake that strike eastern pakistan and be feel in the capital islamabad and several other city via
ID_1176464726836097024,News are coming from mirpur azad kashmir. One woman death and several injuries reported. earthquake,mirpur=>CITY * azad kashmir=>STATE,news be come from mirpur azad kashmir one woman death and several injury report earthquake
ID_1177112848666955776,We need help mirpur earthquake,mirpur=>CITY,we need help mirpur earthquake
ID_1176681823730094080,More than 22 killed & around 300 or more injured by the earthquake in Pakistan of 5.8 magnitude. May Allah help those who have been affected by the earthquake in our Northern areas & protect us all frm any sort of natural catastrophic disasters. Ameen Earthquake,Pakistan=>COUNTRY,more than 22 kill & around 300 or more injure by the earthquake in pakistan of 5.8 magnitude may allah help that who have be affect by the earthquake in our northern area & protect we all frm any sort of natural catastrophic disaster ameen earthquake
ID_1176710231507853312,"UPDATE 30 people lost their lives in the 5.8 earthquake that strike the Mirpur city of AJK, over 450+ injured earthquake",Mirpur city=>DISTRICT * AJK=>CITY,update 30 person lose their life in the 5.8 earthquake that strike the mirpur city of ajk over 450 + injure earthquake
ID_1176480316338388995,"Here in Azad Kashmir our Army and people are there to rescue. My Heart is wrenching what will be happening in IOK, 50 days of curfew and now Earthquake.     earthquake",Azad Kashmir=>STATE,here in azad kashmir our army and person be there to rescue my heart be wrench what will be happen in iok 50 day of curfew and now earthquake earthquake
ID_1176483668245831680,5 dead & over 100 injured. Earthquake Mirpur AJK,Mirpur=>CITY,5 dead & over 100 injure earthquake mirpur ajk
ID_1176478050558664711,Four dead and more than 76 wounded in earthquake. COAS General Qamar Bajwa directed army troops to participate in rescue activities in Azad Jammu and Kashmir and other affected areas. ISPR DGISPR Islamabad tremors  Pakistan,Azad Jammu=>STATE * Pakistan=>COUNTRY,four dead and more than 76 wound in earthquake coas general qamar bajwa direct army troops to participate in rescue activity in azad jammu and kashmir and other affect area ispr dgispr islamabad tremor pakistan
ID_1176581379657785345,26 confirmed dead & scores injured as 5.8 earthquake hits Mirpur Azad Kashmir in Pakistan causing irreparable damage to road infrastructure & homes. Federal Minister on Information  chooses the day to mock & brag about tabdeeli [change] under the ground by PTI.,Mirpur=>CITY * Azad Kashmir=>STATE * Pakistan=>COUNTRY,26 confirm dead & score injure as 5.8 earthquake hit mirpur azad kashmir in pakistan cause irreparable damage to road infrastructure & home federal minister on information choose the day to mock & brag about tabdeeli [ change ] under the ground by pti
ID_1176469289156653056,"Massive damage due to 7.1 magnitude earthquake just 12 kilometres North of Jhelum in Azad Kashmir Pakistan. Divine sign for change. May ALLAH save everyone, Aameen. earthquake BREAKING",Jhelum=>CITY * Azad Kashmir=>STATE * Pakistan=>COUNTRY,massive damage due to 7.1 magnitude earthquake just 12 kilometre north of jhelum in azad kashmir pakistan divine sign for change may allah save everyone aameen earthquake breaking
ID_1176528090438217729,"Aerial view collapse bridge after powerful earthquake in Mirpur Pakistan Administered Kashmir, 19 killed and 100+ injured",Mirpur=>CITY * Pakistan=>COUNTRY * Kashmir=>CITY,aerial view collapse bridge after powerful earthquake in mirpur pakistan administer kashmir 19 kill and 100 + injure
ID_1176931565097668611,"needs rescue & relief from the disastrorus earthquake  if in this time with natural disaster, you cannot send rescue & relief to affected Kashmiris who are under seige last from 51 days, than its better to shut down your office earthquake",,need rescue & relief from the disastrorus earthquake if in this time with natural disaster you can not send rescue & relief to affect kashmiris who be under seige last from 51 day than its good to shut down your office earthquake
ID_1176468256200306688,"5 dead and around 50 injured in Pakistan, after Earthquake with the magnitude of 6.3 reported on Richter scale. ( Visuals are from Mirpur area in PoK) earthquake Pakistan",Pakistan=>COUNTRY * Mirpur=>CITY * Pakistan=>COUNTRY,5 dead and around 50 injure in pakistan after earthquake with the magnitude of 6.3 report on richter scale ( visual be from mirpur area in pok ) earthquake pakistan
ID_1176494891809087488,19 People Dead and More than 100 Are InJured So Far In AJK 3 earthquake,,19 person dead and more than 100 be injure so far in ajk 3 earthquake
ID_1176492193298767883,RT : Damage to parts of Mangla dam in Mirpur earthquake,Mangla dam=>HUMAN-MADE POINT-OF-INTEREST * Mirpur=>CITY,rt damage to part of mangla dam in mirpur earthquake
ID_1176481883766566913,RT : BREAKING: Pakistan army launch rescue operation in quake-hit areas,Pakistan=>COUNTRY,rt breaking pakistan army launch rescue operation in quake hit area
ID_1176469766929883136,Mirpurs disaster pictures are terrifying. May Allah protect everybody. Mirpur Earthquake,Mirpurs=>CITY * Mirpur=>CITY,mirpur disaster picture be terrifying may allah protect everybody mirpur earthquake
ID_1176938426869964802,"Toll rises to 37, over 452 injured in quake in Pakistan. pakistan",Pakistan=>COUNTRY * pakistan=>COUNTRY,toll rise to 37 over 452 injure in quake in pakistan lakistan
ID_1176940581425205253,RT : COAS directs immediate rescue and relief efforts to aid earthquake affectees. pakistan,pakistan=>COUNTRY,rt coas direct immediate rescue and relief effort to aid earthquake affectee lakistan
ID_1176556285891883018,Alert !! 26 people died due to earth quake. 300 plus injured. earthquake,,alert !! 26 person die due to earth quake 300 plus injure earthquake
ID_1176489033096212482,Disgusted with Bilawal Bhutto & Ahsan Iqbal for continuing with their pathetic speeches as news of injury & damage coming in from various parts of Pakistan from the earthquake.,Pakistan=>COUNTRY,disgust with bilawal bhutto & ahsan iqbal for continue with their pathetic speech as news of injury & damage come in from various part of pakistan from the earthquake
ID_1176547889738330112,"I request my team mates from sare aam who belong to the effected areas to plz go and help the people who need you at this time. Go and help the rescue teams. This is what we pledged for, to stand with our people and for our country whenever n wherever needed. earthquake",,i request my team mate from sare aam who belong to the effect area to plz go and help the person who need you at this time go and help the rescue team this be what we pledge for to stand with our person and for our country whenever and wherever need earthquake
ID_1176570901061668864,"IMPORTANT: If youre in Earthquake effected area, and you need blood, you can ring one of these numbers.",,important if your in earthquake effect area and you need blood you can ring one of this number
ID_1176495767181320192,"19 people have lost their lives and 300 people are injured. If rescue operation dont start timely in every corner of the effected areas, these numbers can, God Forbid, increase. Timely action matters! earthquake mirpur jhelum",mirpur=>CITY * jhelum=>CITY,19 person have lose their life and 300 person be injure if rescue operation do not start timely in every corner of the effect area this number can god forbid increase timely action matter ! earthquake mirpur jhelum
ID_1176557451212152832,Earthquake Alert in Pakistan earthquake earthquakepakistan,Pakistan=>COUNTRY,earthquake alert in pakistan earthquake earthquakepakistan
ID_1176904506422026240,"Pakistans ambulance is available at the accident and emergency dept of DHQ Hospital Mirpur. The needs and capacity gaps are being received by the Medical Superintendent of the DHQ which includes medicine services, ultrasound & x-ray machines.",Pakistans=>COUNTRY * Mirpur=>CITY,pakistan ambulance be available at the accident and emergency dept of dhq hospital mirpur the need and capacity gap be be receive by the medical superintendent of the dhq which include medicine service ultrasound & x ray machine
ID_1176515560739356672,Earthquake shaked every things in AJK Pakistan earthquake,AJK=>CITY * Pakistan=>COUNTRY,earthquake shake every thing in ajk pakistan earthquake
ID_1176572468808622080,"Almost 40 deaths & 700 people injured reported so far due to the earthquake today but cabinet member  laughs & tries to crack a political joke about it linking it to tabdeeli. This is shameful, she should be sacked for this if nothing else. Sick.",,almost 40 death & 700 person injure report so far due to the earthquake today but cabinet member laugh & try to crack a political joke about it link it to tabdeeli this be shameful she should be sack for this if nothing else sick
ID_1176476651762475008,The damage in Mirpur AK. earthquake,Mirpur=>CITY * AK=>STATE,the damage in mirpur ak earthquake
ID_1176804139759734785,Death toll in Mirpur earthquake increases to 25 while the injured are around 452 and of them 160 are with serious injuries. One of the deceased is an armyman. Azad_Kashmir,Mirpur=>CITY * Azad_Kashmir=>CITY,death toll in mirpur earthquake increase to 25 while the injure be around 452 and of they 160 be with serious injury one of the decease be a armyman azad_kashmir
ID_1176497443350994944,RT : So far 300 injured and 19 died earthquake,,rt so far 300 injure and 19 die earthquake
ID_1176766879203037185,Mirpur AJK Earthquake - Update via NDMA (25 SEP / 1215 hrs) - 25 people died - 459 people injured - 450 houses damaged - 14 km road damaged - Jatlan area is cleared -  & Power is safe,Mirpur=>CITY * AJK=>CITY * Jatlan=>CITY,mirpur ajk earthquake update via ndma ( 25 sep / 1215 hour ) 25 person die 459 person injure 450 house damage 14 kilometer road damage jatlan area be clear & power be safe
ID_1176490747652182016,Chairman National Disaster Management Authority (NDMA) has predicted aftershocks of the earthquake in the next 24 hours. Jatlan is the most affected area. Emergency has been imposed. earthquake Pakistan Islamabad Mirpur Ajk   tremors,Jatlan=>CITY * Pakistan=>COUNTRY * Islamabad=>CITY * Mirpur=>CITY * Ajk=>CITY,chairman national disaster management authority ( ndma ) have predict aftershock of the earthquake in the next 24 hour jatlan be the most affect area emergency have be impose earthquake pakistan islamabad mirpur ajk tremor
ID_1176508055376334848,"earthquake stats have started coming in. 19 dead, 300+ injured (so far), many houses destroyed and a whole road sunk into a river. These numbers will still change. There are people still trapped under debris.",,earthquake stat have start come in. 19 dead 300 + injure ( so far ) many house destroy and a whole road sink into a river this number will still change there be person still trap under debris
ID_1176555477200777217,Casualties are increasing with the passage of time.. prayers needed..May Allah protect our loved ones and keep everyone safe and sound. earthquake,,casualty be increase with the passage of time .. prayer need .. may allah protect our love one and keep everyone safe and sound earthquake
ID_1176527492636712962,earthquake District Disaster Management Authority Mirpur Official Statement about casualties and injured people.,Mirpur=>CITY,earthquake district disaster management authority mirpur official statement about casualty and injure person
